t,separation_m
37.918,4.4660
37.921,4.4808
37.937,4.4720
37.941,4.4868
37.958,4.4780
37.961,4.4928
37.978,4.4839
37.982,4.4988
37.997,4.4899
38.002,4.5048
38.017,4.4959
38.022,4.5108
38.038,4.5019
38.041,4.5168
38.058,4.5079
38.061,4.5229
38.079,4.5139
38.081,4.5289
38.097,4.5200
38.101,4.5349
38.117,4.5260
38.121,4.5410
38.137,4.5320
38.141,4.5470
38.157,4.5381
38.163,4.5531
38.177,4.5441
38.181,4.5592
38.198,4.5502
38.201,4.5652
38.217,4.5563
38.221,4.5713
38.238,4.5623
38.242,4.5774
38.257,4.5684
38.262,4.5836
38.277,4.5746
38.282,4.5897
38.297,4.5807
38.301,4.5958
38.317,4.5868
38.321,4.6020
38.337,4.5929
38.341,4.6081
38.357,4.5991
38.362,4.6143
38.377,4.6053
38.381,4.6205
38.397,4.6114
38.403,4.6267
38.417,4.6176
38.422,4.6329
38.437,4.6238
38.442,4.6391
38.457,4.6300
38.461,4.6453
38.477,4.6362
38.481,4.6516
38.497,4.6425
38.501,4.6578
38.518,4.6487
38.522,4.6640
38.538,4.6549
38.542,4.6703
38.557,4.6612
38.561,4.6766
38.577,4.6674
38.582,4.6828
38.598,4.6737
38.601,4.6891
38.618,4.6799
38.623,4.6954
38.637,4.6862
38.641,4.7017
38.658,4.6925
38.662,4.7079
38.677,4.6988
38.681,4.7142
38.697,4.7050
38.702,4.7205
38.735,4.7113
38.737,4.7268
38.737,4.7176
38.741,4.7331
38.757,4.7239
38.762,4.7394
38.777,4.7301
38.782,4.7456
38.798,4.7364
38.801,4.7519
38.817,4.7427
38.821,4.7582
38.838,4.7489
38.841,4.7645
38.857,4.7552
38.861,4.7708
38.879,4.7615
38.879,4.7770
38.897,4.7678
38.902,4.7833
38.917,4.7740
38.922,4.7896
38.937,4.7803
38.941,4.7959
38.958,4.7866
38.961,4.8021
38.977,4.7928
38.982,4.8084
38.997,4.7991
39.001,4.8147
39.017,4.8054
39.022,4.8210
39.037,4.8117
39.041,4.8273
39.058,4.8180
39.061,4.8336
39.078,4.8242
39.081,4.8399
39.097,4.8305
39.103,4.8462
39.118,4.8368
39.120,4.8525
39.137,4.8431
39.141,4.8588
39.157,4.8494
39.161,4.8651
39.178,4.8557
39.181,4.8714
39.197,4.8620
39.201,4.8777
39.217,4.8683
39.222,4.8840
39.237,4.8746
39.241,4.8903
39.258,4.8809
39.261,4.8966
39.277,4.8872
39.281,4.9030
39.297,4.8935
39.302,4.9093
39.318,4.8998
39.321,4.9156
39.338,4.9062
39.341,4.9220
39.357,4.9125
39.360,4.9283
39.378,4.9188
39.381,4.9346
39.398,4.9252
39.401,4.9410
39.417,4.9315
39.422,4.9473
39.437,4.9378
39.441,4.9537
39.457,4.9442
39.462,4.9600
39.478,4.9505
39.481,4.9664
39.497,4.9569
39.500,4.9727
39.517,4.9632
39.521,4.9791
39.538,4.9696
39.541,4.9855
39.557,4.9760
39.561,4.9919
39.577,4.9823
39.581,4.9982
39.606,4.9887
39.606,5.0046
39.618,4.9951
39.621,5.0110
39.638,5.0014
39.641,5.0174
39.657,5.0078
39.661,5.0238
39.677,5.0142
39.681,5.0302
39.697,5.0206
39.701,5.0366
39.718,5.0270
39.720,5.0430
39.737,5.0334
39.741,5.0495
39.757,5.0399
39.762,5.0559
39.777,5.0463
39.782,5.0624
39.797,5.0527
39.801,5.0688
39.817,5.0592
39.822,5.0753
39.837,5.0657
39.843,5.0818
39.857,5.0721
39.861,5.0882
39.878,5.0786
39.881,5.0947
39.898,5.0851
39.901,5.1012
39.917,5.0916
39.921,5.1078
39.937,5.0981
39.941,5.1143
39.957,5.1046
39.961,5.1208
39.979,5.1111
39.981,5.1273
39.997,5.1177
40.002,5.1339
40.017,5.1242
40.022,5.1404
40.038,5.1307
40.041,5.1470
40.058,5.1373
40.062,5.1536
40.077,5.1439
40.081,5.1600
40.097,5.1503
40.102,5.1660
40.117,5.1563
40.121,5.1716
40.137,5.1618
40.141,5.1766
40.157,5.1669
40.161,5.1813
40.178,5.1716
40.181,5.1855
40.197,5.1757
40.201,5.1892
40.218,5.1794
40.221,5.1925
40.238,5.1827
40.242,5.1953
40.257,5.1856
40.262,5.1977
40.278,5.1880
40.282,5.1996
40.297,5.1899
40.301,5.2011
40.317,5.1913
40.321,5.2021
40.338,5.1923
40.342,5.2026
40.357,5.1929
40.362,5.2027
40.378,5.1929
40.381,5.2023
40.397,5.1926
40.402,5.2016
40.417,5.1919
40.421,5.2006
40.438,5.1908
40.442,5.1993
40.457,5.1896
40.461,5.1976
40.478,5.1879
40.482,5.1955
40.504,5.1858
40.505,5.1930
40.517,5.1832
40.522,5.1902
40.537,5.1805
40.541,5.1872
40.557,5.1774
40.561,5.1840
40.577,5.1742
40.583,5.1805
40.598,5.1707
40.601,5.1769
