robot,payload,stage,t,v
amr1,loaded,odom,47.744,0.1867
amr1,loaded,odom,47.765,0.1815
amr1,loaded,odom,47.785,0.1655
amr1,loaded,odom,47.805,0.1600
amr1,loaded,odom,47.825,0.1600
amr1,loaded,odom,47.845,0.1600
amr1,loaded,odom,47.866,0.1556
amr1,loaded,odom,47.884,0.1396
amr1,loaded,odom,47.904,0.1333
amr1,loaded,odom,47.924,0.1333
amr1,loaded,odom,47.945,0.1333
amr1,loaded,odom,47.965,0.1273
amr1,loaded,odom,47.986,0.1200
amr1,loaded,odom,48.004,0.1198
amr1,loaded,odom,48.024,0.1060
amr1,loaded,odom,48.046,0.0937
amr1,loaded,odom,48.065,0.0937
amr1,loaded,odom,48.084,0.0937
amr1,loaded,odom,48.104,0.0937
amr1,loaded,odom,48.124,0.0822
amr1,loaded,odom,48.145,0.0817
amr1,loaded,odom,48.165,0.0781
amr1,loaded,odom,48.185,0.0704
amr1,loaded,odom,48.202,0.0703
amr1,loaded,odom,48.225,0.0601
amr1,loaded,odom,48.244,0.0600
amr1,loaded,odom,48.265,0.0540
amr1,loaded,odom,48.285,0.0504
amr1,loaded,odom,48.304,0.0499
amr1,loaded,odom,48.324,0.0416
amr1,loaded,odom,48.344,0.0416
amr1,loaded,odom,48.366,0.0359
amr1,loaded,odom,48.385,0.0337
amr1,loaded,odom,48.404,0.0335
amr1,loaded,odom,48.424,0.0266
amr1,loaded,odom,48.445,0.0266
amr1,loaded,odom,48.464,0.0215
amr1,loaded,odom,48.484,0.0204
amr1,loaded,odom,48.503,0.0201
amr1,loaded,odom,48.525,0.0149
amr1,loaded,odom,48.545,0.0149
amr1,loaded,odom,48.564,0.0111
amr1,loaded,odom,48.586,0.0103
amr1,loaded,odom,48.605,0.0101
amr1,loaded,odom,48.625,0.0066
amr1,loaded,odom,48.646,0.0066
amr1,loaded,odom,48.665,0.0041
amr1,loaded,odom,48.684,0.0037
amr1,loaded,odom,48.704,0.0032
amr1,loaded,odom,48.725,0.0016
amr1,loaded,odom,48.745,0.0016
amr1,loaded,odom,48.764,0.0003
amr1,loaded,odom,48.784,0.0003
amr1,loaded,odom,48.805,0.0002
amr1,loaded,odom,48.826,0.0000
amr1,loaded,odom,48.845,0.0000
amr1,loaded,odom,48.864,0.0000
amr1,loaded,odom,48.885,0.0000
amr1,loaded,odom,48.904,0.0000
amr1,loaded,odom,48.924,0.0000
amr1,loaded,odom,48.943,0.0000
amr1,loaded,odom,48.964,0.0000
amr1,loaded,odom,48.984,0.0000
amr1,loaded,odom,49.003,0.0000
amr1,loaded,odom,49.026,0.0000
amr1,loaded,odom,49.045,0.0000
amr1,loaded,odom,49.065,0.0000
amr1,loaded,odom,49.084,0.0000
amr1,loaded,odom,49.104,0.0000
amr1,loaded,odom,49.124,0.0000
amr1,loaded,odom,49.145,0.0000
amr1,loaded,odom,49.164,0.0000
amr1,loaded,odom,49.185,0.0000
amr1,loaded,odom,49.205,0.0000
amr1,loaded,odom,49.225,0.0000
amr1,loaded,odom,49.245,0.0000
amr1,loaded,odom,49.264,0.0000
amr1,loaded,odom,49.284,0.0000
amr1,loaded,odom,49.304,0.0000
amr1,loaded,odom,49.325,0.0000
amr1,loaded,odom,49.344,0.0000
amr1,loaded,odom,49.364,0.0000
amr1,loaded,odom,49.385,0.0000
amr1,loaded,odom,49.405,0.0000
amr1,loaded,odom,49.425,0.0000
amr1,loaded,odom,49.444,0.0000
amr1,loaded,odom,49.466,0.0000
amr1,loaded,odom,49.485,0.0000
amr1,loaded,odom,49.503,0.0000
amr1,loaded,odom,49.525,0.0000
amr1,loaded,odom,49.544,0.0000
amr1,loaded,odom,49.563,0.0000
amr1,loaded,odom,49.585,0.0000
amr1,loaded,odom,49.604,0.0000
amr1,loaded,odom,49.625,0.0000
amr1,loaded,odom,49.644,0.0000
amr1,loaded,odom,49.664,0.0000
amr1,loaded,odom,49.685,0.0000
amr1,loaded,odom,49.705,0.0000
amr1,loaded,odom,49.725,0.0000
amr1,loaded,odom,49.744,0.0000
amr1,loaded,odom,49.764,0.0000
amr1,loaded,odom,49.785,0.0000
amr1,loaded,odom,49.804,0.0000
amr1,loaded,odom,49.824,0.0000
amr1,loaded,odom,49.844,0.0000
amr1,loaded,odom,49.865,0.0000
amr1,loaded,odom,49.885,0.0000
amr1,loaded,odom,49.905,0.0000
amr1,loaded,odom,49.924,0.0000
amr1,loaded,odom,49.944,0.0000
amr1,loaded,odom,49.966,0.0000
amr1,loaded,odom,49.985,0.0000
amr1,loaded,odom,50.005,0.0000
amr1,loaded,odom,50.024,0.0000
amr1,loaded,odom,50.045,0.0000
amr1,loaded,odom,50.064,0.0000
amr1,loaded,odom,50.086,0.0000
amr1,loaded,odom,50.104,0.0000
amr1,loaded,odom,50.127,0.0000
amr1,loaded,odom,50.145,0.0000
amr1,loaded,odom,50.164,0.0000
amr1,loaded,odom,50.185,0.0000
amr1,loaded,odom,50.206,0.0000
amr1,loaded,odom,50.225,0.0000
amr1,loaded,odom,50.244,0.0000
amr1,loaded,odom,50.265,0.0000
amr1,loaded,odom,50.284,0.0000
amr1,loaded,odom,50.305,0.0000
amr1,loaded,odom,50.324,0.0000
amr1,loaded,odom,50.344,0.0000
amr1,loaded,odom,50.364,0.0000
amr1,loaded,odom,50.384,0.0000
amr1,loaded,odom,50.406,0.0000
amr1,loaded,odom,50.424,0.0000
amr1,loaded,odom,50.444,0.0000
amr1,loaded,odom,50.465,0.0000
amr1,loaded,odom,50.484,0.0000
amr1,loaded,odom,50.506,0.0000
amr1,loaded,odom,50.524,0.0000
amr1,loaded,odom,50.544,0.0000
amr1,loaded,odom,50.565,0.0000
amr1,loaded,odom,50.586,0.0000
amr1,loaded,odom,50.605,0.0000
amr1,loaded,odom,50.624,0.0000
amr1,loaded,odom,50.645,0.0000
amr1,loaded,odom,50.664,0.0000
amr1,loaded,odom,50.685,0.0000
amr1,loaded,odom,50.706,0.0000
amr1,loaded,odom,50.725,0.0000
amr1,loaded,odom,50.744,0.0000
amr1,loaded,odom,50.765,0.0000
amr1,loaded,odom,50.786,0.0000
amr1,loaded,odom,50.805,0.0000
amr1,loaded,odom,50.825,0.0000
amr1,loaded,odom,50.845,0.0000
amr1,loaded,odom,50.864,0.0000
amr1,loaded,odom,50.885,0.0000
amr1,loaded,odom,50.904,0.0000
amr1,loaded,odom,50.925,0.0000
amr1,loaded,odom,50.945,0.0000
amr1,loaded,odom,50.964,0.0000
amr1,loaded,odom,50.984,0.0000
amr1,loaded,odom,51.004,0.0000
amr1,loaded,odom,51.024,0.0000
amr1,loaded,odom,51.046,0.0000
amr1,loaded,odom,51.065,0.0000
amr1,loaded,odom,51.085,0.0000
amr2,unloaded,nav,27.102,0.5000
amr2,unloaded,nav,27.123,0.5000
amr2,unloaded,nav,27.142,0.5000
amr2,unloaded,nav,27.160,0.5000
amr2,unloaded,nav,27.180,0.5000
amr2,unloaded,nav,27.201,0.5000
amr2,unloaded,nav,27.224,0.5000
amr2,unloaded,nav,27.243,0.5000
amr2,unloaded,nav,27.260,0.5000
amr2,unloaded,nav,27.280,0.5000
amr2,unloaded,nav,27.301,0.5000
amr2,unloaded,nav,27.320,0.5000
amr2,unloaded,nav,27.341,0.5000
amr2,unloaded,nav,27.360,0.5000
amr2,unloaded,nav,27.380,0.5000
amr2,unloaded,nav,27.401,0.5000
amr2,unloaded,nav,27.422,0.5000
amr2,unloaded,nav,27.440,0.5000
amr2,unloaded,nav,27.461,0.5000
amr2,unloaded,nav,27.481,0.5000
amr2,unloaded,nav,27.501,0.5000
amr2,unloaded,nav,27.521,0.5000
amr2,unloaded,nav,27.541,0.5000
amr2,unloaded,nav,27.561,0.5000
amr2,unloaded,nav,27.581,0.5000
amr2,unloaded,nav,27.600,0.5000
amr2,unloaded,nav,27.623,0.5000
amr2,unloaded,nav,27.641,0.5000
amr2,unloaded,nav,27.661,0.5000
amr2,unloaded,nav,27.680,0.5000
amr2,unloaded,nav,27.700,0.5000
amr2,unloaded,nav,27.720,0.5000
amr2,unloaded,nav,27.742,0.5000
amr2,unloaded,nav,27.760,0.5000
amr2,unloaded,nav,27.780,0.5000
amr2,unloaded,nav,27.800,0.5000
amr2,unloaded,nav,27.821,0.5000
amr2,unloaded,nav,27.841,0.5000
amr2,unloaded,nav,27.860,0.5000
amr2,unloaded,nav,27.881,0.5000
amr2,unloaded,nav,27.900,0.5000
amr2,unloaded,nav,27.921,0.5000
amr2,unloaded,nav,27.941,0.5000
amr2,unloaded,nav,27.960,0.5000
amr2,unloaded,nav,27.983,0.5000
amr2,unloaded,nav,28.000,0.5000
amr2,unloaded,nav,28.021,0.5000
amr2,unloaded,nav,28.042,0.5000
amr2,unloaded,nav,28.061,0.5000
amr2,unloaded,nav,28.081,0.5000
amr2,unloaded,nav,28.103,0.5000
amr2,unloaded,nav,28.121,0.5000
amr2,unloaded,nav,28.140,0.5000
amr2,unloaded,nav,28.161,0.5000
amr2,unloaded,nav,28.180,0.5000
amr2,unloaded,nav,28.200,0.5000
amr2,unloaded,nav,28.221,0.5000
amr2,unloaded,nav,28.242,0.5000
amr2,unloaded,nav,28.261,0.5000
amr2,unloaded,nav,28.280,0.5000
amr2,unloaded,nav,28.300,0.5000
amr2,unloaded,nav,28.320,0.5000
amr2,unloaded,nav,28.340,0.5000
amr2,unloaded,nav,28.361,0.5000
amr2,unloaded,nav,28.380,0.5000
amr2,unloaded,nav,28.401,0.5000
amr2,unloaded,nav,28.420,0.5000
amr2,unloaded,nav,28.441,0.5000
amr2,unloaded,nav,28.463,0.5000
amr2,unloaded,nav,28.480,0.5000
amr2,unloaded,nav,28.500,0.5000
amr2,unloaded,nav,28.520,0.5000
amr2,unloaded,nav,28.543,0.5000
amr2,unloaded,nav,28.562,0.5000
amr2,unloaded,nav,28.581,0.5000
amr2,unloaded,nav,28.601,0.5000
amr2,unloaded,nav,28.620,0.5000
amr2,unloaded,nav,28.640,0.5000
amr2,unloaded,nav,28.662,0.5000
amr2,unloaded,nav,28.680,0.5000
amr2,unloaded,nav,28.701,0.5000
amr2,unloaded,nav,28.721,0.5000
amr2,unloaded,nav,28.741,0.5000
amr2,unloaded,nav,28.760,0.5000
amr2,unloaded,nav,28.781,0.5000
amr2,unloaded,nav,28.800,0.5000
amr2,unloaded,nav,28.821,0.5000
amr2,unloaded,nav,28.846,0.5000
amr2,unloaded,nav,28.861,0.5000
amr2,unloaded,nav,28.881,0.5000
amr2,unloaded,nav,28.900,0.5000
amr2,unloaded,nav,28.921,0.5000
amr2,unloaded,nav,28.940,0.5000
amr2,unloaded,nav,28.960,0.5000
amr2,unloaded,nav,28.981,0.5000
amr2,unloaded,nav,29.000,0.5000
amr2,unloaded,nav,29.024,0.5000
amr2,unloaded,nav,29.041,0.5000
amr2,unloaded,nav,29.060,0.5000
amr2,unloaded,nav,29.080,0.5000
amr2,unloaded,nav,29.101,0.5000
amr2,unloaded,nav,29.121,0.5000
amr2,unloaded,nav,29.140,0.5000
amr2,unloaded,nav,29.162,0.5000
amr2,unloaded,nav,29.180,0.5000
amr2,unloaded,nav,29.201,0.5000
amr2,unloaded,nav,29.221,0.5000
amr2,unloaded,nav,29.240,0.5000
amr2,unloaded,nav,29.261,0.5000
amr2,unloaded,nav,29.281,0.5000
amr2,unloaded,nav,29.300,0.5000
amr2,unloaded,nav,29.321,0.5000
amr2,unloaded,nav,29.340,0.5000
amr2,unloaded,nav,29.361,0.5000
amr2,unloaded,nav,29.381,0.5000
amr2,unloaded,nav,29.401,0.5000
amr2,unloaded,nav,29.421,0.5000
amr2,unloaded,nav,29.441,0.5000
amr2,unloaded,nav,29.461,0.5000
amr2,unloaded,nav,29.481,0.5000
amr2,unloaded,nav,29.501,0.5000
amr2,unloaded,nav,29.523,0.5000
amr2,unloaded,nav,29.542,0.5000
amr2,unloaded,nav,29.561,0.5000
amr2,unloaded,nav,29.582,0.5000
amr2,unloaded,nav,29.601,0.5000
amr2,unloaded,nav,29.620,0.5000
amr2,unloaded,nav,29.644,0.5000
amr2,unloaded,nav,29.661,0.5000
amr2,unloaded,nav,29.681,0.5000
amr2,unloaded,nav,29.700,0.5000
amr2,unloaded,nav,29.721,0.5000
amr2,unloaded,nav,29.740,0.5000
amr2,unloaded,nav,29.760,0.5000
amr2,unloaded,nav,29.780,0.5000
amr2,unloaded,nav,29.800,0.5000
amr2,unloaded,nav,29.822,0.5000
amr2,unloaded,nav,29.840,0.5000
amr2,unloaded,nav,29.861,0.5000
amr2,unloaded,nav,29.881,0.5000
amr2,unloaded,nav,29.900,0.5000
amr2,unloaded,nav,29.921,0.5000
amr2,unloaded,nav,29.940,0.5000
amr2,unloaded,nav,29.960,0.5000
amr2,unloaded,nav,29.980,0.5000
amr2,unloaded,nav,30.000,0.5000
amr2,unloaded,nav,30.022,0.5000
amr2,unloaded,nav,30.040,0.5000
amr2,unloaded,nav,30.061,0.5000
amr2,unloaded,nav,30.080,0.5000
amr2,unloaded,nav,30.100,0.5000
amr2,unloaded,nav,30.120,0.5000
amr2,unloaded,nav,30.140,0.5000
amr2,unloaded,nav,30.161,0.5000
amr2,unloaded,nav,30.181,0.5000
amr2,unloaded,nav,30.200,0.5000
amr2,unloaded,nav,30.221,0.5000
amr2,unloaded,nav,30.240,0.5000
amr2,unloaded,nav,30.261,0.5000
amr2,unloaded,nav,30.281,0.5000
amr2,unloaded,nav,30.300,0.5000
amr2,unloaded,nav,30.320,0.5000
amr2,unloaded,nav,30.342,0.5000
amr2,unloaded,nav,30.360,0.5000
amr2,unloaded,nav,30.380,0.5000
amr2,unloaded,nav,30.400,0.5000
amr2,unloaded,nav,30.420,0.5000
amr2,unloaded,nav,30.441,0.5000
amr2,unloaded,nav,30.461,0.5000
amr2,unloaded,nav,30.482,0.5000
amr2,unloaded,nav,30.500,0.5000
amr2,unloaded,nav,30.521,0.5000
amr2,unloaded,nav,30.540,0.5000
amr2,unloaded,nav,30.562,0.5000
amr2,unloaded,nav,30.581,0.5000
amr2,unloaded,nav,30.600,0.5000
amr2,unloaded,nav,30.620,0.5000
amr2,unloaded,nav,30.641,0.5000
amr2,unloaded,nav,30.661,0.5000
amr2,unloaded,nav,30.681,0.5000
amr2,unloaded,nav,30.701,0.5000
amr2,unloaded,nav,30.721,0.5000
amr2,unloaded,nav,30.741,0.5000
amr2,unloaded,nav,30.762,0.5000
amr2,unloaded,nav,30.782,0.5000
amr2,unloaded,nav,30.800,0.5000
amr2,unloaded,nav,30.820,0.5000
amr2,unloaded,nav,30.841,0.5000
amr2,unloaded,nav,30.861,0.5000
amr2,unloaded,nav,30.881,0.5000
amr2,unloaded,nav,30.901,0.5000
amr2,unloaded,nav,30.921,0.5000
amr2,unloaded,nav,30.940,0.5000
amr2,unloaded,nav,30.960,0.5000
amr2,unloaded,nav,30.984,0.5000
amr2,unloaded,nav,31.002,0.5000
amr2,unloaded,nav,31.020,0.5000
amr2,unloaded,nav,31.040,0.5000
amr2,unloaded,nav,31.061,0.5000
amr2,unloaded,nav,31.081,0.5000
amr2,unloaded,nav,31.100,0.5000
amr2,unloaded,nav,31.120,0.5000
amr2,unloaded,nav,31.140,0.5000
amr2,unloaded,nav,31.161,0.5000
amr2,unloaded,nav,31.181,0.5000
amr2,unloaded,nav,31.200,0.5000
amr2,unloaded,nav,31.222,0.5000
amr2,unloaded,nav,31.241,0.5000
amr2,unloaded,nav,31.261,0.5000
amr2,unloaded,nav,31.281,0.5000
amr2,unloaded,nav,31.301,0.5000
amr2,unloaded,nav,31.320,0.5000
amr2,unloaded,nav,31.341,0.5000
amr2,unloaded,nav,31.360,0.5000
amr2,unloaded,nav,31.381,0.5000
amr2,unloaded,nav,31.401,0.5000
amr2,unloaded,nav,31.420,0.5000
amr2,unloaded,nav,31.441,0.5000
amr2,unloaded,nav,31.461,0.5000
amr2,unloaded,nav,31.481,0.5000
amr2,unloaded,nav,31.500,0.5000
amr2,unloaded,nav,31.520,0.5000
amr2,unloaded,nav,31.541,0.5000
amr2,unloaded,nav,31.560,0.5000
amr2,unloaded,nav,31.581,0.5000
amr2,unloaded,nav,31.600,0.5000
amr2,unloaded,nav,31.620,0.5000
amr2,unloaded,nav,31.640,0.5000
amr2,unloaded,nav,31.662,0.5000
amr2,unloaded,nav,31.680,0.5000
amr2,unloaded,nav,31.700,0.5000
amr2,unloaded,nav,31.721,0.5000
amr2,unloaded,nav,31.741,0.5000
amr2,unloaded,nav,31.762,0.5000
amr2,unloaded,nav,31.780,0.5000
amr2,unloaded,nav,31.800,0.5000
amr2,unloaded,nav,31.820,0.5000
amr2,unloaded,nav,31.840,0.5000
amr2,unloaded,nav,31.861,0.5000
amr2,unloaded,nav,31.880,0.5000
amr2,unloaded,nav,31.900,0.5000
amr2,unloaded,nav,31.921,0.5000
amr2,unloaded,nav,31.941,0.5000
amr2,unloaded,nav,31.961,0.5000
amr2,unloaded,nav,31.981,0.5000
amr2,unloaded,nav,32.000,0.5000
amr2,unloaded,nav,32.020,0.5000
amr2,unloaded,nav,32.041,0.5000
amr2,unloaded,nav,32.061,0.5000
amr2,unloaded,nav,32.080,0.5000
amr2,unloaded,nav,32.101,0.5000
amr2,unloaded,nav,32.121,0.5000
amr2,unloaded,nav,32.141,0.5000
amr2,unloaded,nav,32.161,0.5000
amr2,unloaded,nav,32.180,0.5000
amr2,unloaded,nav,32.200,0.5000
amr2,unloaded,nav,32.221,0.5000
amr2,unloaded,nav,32.242,0.5000
amr2,unloaded,nav,32.261,0.5000
amr2,unloaded,nav,32.280,0.5000
amr2,unloaded,nav,32.300,0.5000
amr2,unloaded,nav,32.321,0.5000
amr2,unloaded,nav,32.342,0.5000
amr2,unloaded,nav,32.360,0.5000
amr2,unloaded,nav,32.381,0.5000
amr2,unloaded,nav,32.400,0.5000
amr2,unloaded,nav,32.421,0.5000
amr2,unloaded,nav,32.441,0.5000
amr2,unloaded,nav,32.460,0.5000
amr2,unloaded,nav,32.480,0.5000
amr2,unloaded,nav,32.500,0.5000
amr2,unloaded,nav,32.521,0.5000
amr2,unloaded,nav,32.541,0.5000
amr2,unloaded,nav,32.562,0.5000
amr2,unloaded,nav,32.581,0.5000
amr2,unloaded,nav,32.602,0.5000
amr2,unloaded,nav,32.621,0.5000
amr2,unloaded,nav,32.641,0.5000
amr2,unloaded,nav,32.661,0.5000
amr2,unloaded,nav,32.680,0.5000
amr2,unloaded,nav,32.700,0.5000
amr2,unloaded,nav,32.720,0.5000
amr2,unloaded,nav,32.741,0.5000
amr2,unloaded,nav,32.763,0.5000
amr2,unloaded,nav,32.781,0.5000
amr2,unloaded,nav,32.800,0.5000
amr2,unloaded,nav,32.822,0.5000
amr2,unloaded,nav,32.841,0.5000
amr2,unloaded,nav,32.861,0.5000
amr2,unloaded,nav,32.881,0.5000
amr2,unloaded,nav,32.900,0.5000
amr2,unloaded,nav,32.920,0.5000
amr2,unloaded,nav,32.940,0.5000
amr2,unloaded,nav,32.960,0.5000
amr2,unloaded,nav,32.981,0.5000
amr2,unloaded,nav,33.000,0.5000
amr2,unloaded,nav,33.020,0.5000
amr2,unloaded,nav,33.040,0.5000
amr2,unloaded,nav,33.061,0.5000
amr2,unloaded,nav,33.080,0.5000
amr2,unloaded,nav,33.100,0.5000
amr2,unloaded,nav,33.121,0.5000
amr2,unloaded,nav,33.140,0.5000
amr2,unloaded,nav,33.161,0.5000
amr2,unloaded,nav,33.180,0.5000
amr2,unloaded,nav,33.201,0.5000
amr2,unloaded,nav,33.221,0.5000
amr2,unloaded,nav,33.241,0.5000
amr2,unloaded,nav,33.261,0.5000
amr2,unloaded,nav,33.281,0.5000
amr2,unloaded,nav,33.300,0.5000
amr2,unloaded,nav,33.320,0.5000
amr2,unloaded,nav,33.340,0.5000
amr2,unloaded,nav,33.360,0.5000
amr2,unloaded,nav,33.380,0.5000
amr2,unloaded,nav,33.402,0.5000
amr2,unloaded,nav,33.421,0.5000
amr2,unloaded,nav,33.441,0.5000
amr2,unloaded,nav,33.460,0.5000
amr2,unloaded,nav,33.480,0.5000
amr2,unloaded,nav,33.500,0.5000
amr2,unloaded,nav,33.521,0.5000
amr2,unloaded,nav,33.541,0.5000
amr2,unloaded,nav,33.563,0.5000
amr2,unloaded,nav,33.582,0.5000
amr2,unloaded,nav,33.600,0.5000
amr2,unloaded,nav,33.620,0.5000
amr2,unloaded,nav,33.641,0.5000
amr2,unloaded,nav,33.660,0.5000
amr2,unloaded,nav,33.681,0.5000
amr2,unloaded,nav,33.702,0.5000
amr2,unloaded,nav,33.720,0.5000
amr2,unloaded,nav,33.741,0.5000
amr2,unloaded,nav,33.760,0.5000
amr2,unloaded,nav,33.781,0.5000
amr2,unloaded,nav,33.800,0.5000
amr2,unloaded,nav,33.822,0.5000
amr2,unloaded,nav,33.841,0.5000
amr2,unloaded,nav,33.860,0.5000
amr2,unloaded,nav,33.880,0.5000
amr2,unloaded,nav,33.901,0.5000
amr2,unloaded,nav,33.920,0.5000
amr2,unloaded,nav,33.941,0.5000
amr2,unloaded,nav,33.962,0.5000
amr2,unloaded,nav,33.981,0.5000
amr2,unloaded,nav,34.000,0.5000
amr2,unloaded,nav,34.020,0.5000
amr2,unloaded,nav,34.041,0.5000
amr2,unloaded,nav,34.061,0.5000
amr2,unloaded,nav,34.081,0.5000
amr2,unloaded,nav,34.101,0.0000
amr2,unloaded,nav,34.121,0.0000
amr2,unloaded,nav,34.142,0.0000
amr2,unloaded,nav,34.161,0.0000
amr2,unloaded,nav,34.180,0.0000
amr2,unloaded,nav,34.201,0.0000
amr2,unloaded,nav,34.222,0.0000
amr2,unloaded,nav,34.240,0.0000
amr2,unloaded,nav,34.260,0.0000
amr2,unloaded,nav,34.282,0.0000
amr2,unloaded,nav,34.300,0.0000
amr2,unloaded,nav,34.320,0.0000
amr2,unloaded,nav,34.340,0.0000
amr2,unloaded,nav,34.361,0.0000
amr2,unloaded,nav,34.381,0.0000
amr2,unloaded,nav,34.404,0.0000
amr2,unloaded,nav,34.421,0.0000
amr2,unloaded,nav,34.440,0.0000
amr2,unloaded,nav,34.460,0.0000
amr2,unloaded,nav,34.480,0.0000
amr2,unloaded,nav,34.502,0.0000
amr2,unloaded,nav,34.520,0.0000
amr2,unloaded,nav,34.540,0.0000
amr2,unloaded,nav,34.561,0.0000
amr2,unloaded,nav,34.580,0.0000
amr2,unloaded,nav,34.601,0.0000
amr2,unloaded,nav,34.620,0.0000
amr2,unloaded,nav,34.640,0.0000
amr2,unloaded,nav,34.662,0.0000
amr2,unloaded,nav,34.680,0.0000
amr2,unloaded,nav,34.701,0.0000
amr2,unloaded,nav,34.720,0.0000
amr2,unloaded,nav,34.741,0.0000
amr2,unloaded,nav,34.761,0.0000
amr2,unloaded,nav,34.781,0.0000
amr2,unloaded,nav,34.800,0.0000
amr2,unloaded,nav,34.821,0.0000
amr2,unloaded,nav,34.841,0.0000
amr2,unloaded,nav,34.861,0.0000
amr2,unloaded,nav,34.881,0.0000
amr2,unloaded,nav,34.901,0.0000
amr2,unloaded,nav,34.920,0.0000
amr2,unloaded,nav,34.941,0.0000
amr2,unloaded,nav,34.960,0.0000
amr2,unloaded,nav,34.985,0.0000
amr2,unloaded,nav,35.000,0.0000
amr2,unloaded,nav,35.020,0.0000
amr2,unloaded,nav,35.040,0.0000
amr2,unloaded,nav,35.060,0.0000
amr2,unloaded,nav,35.081,0.0000
amr2,unloaded,nav,35.104,0.0000
amr2,unloaded,nav,35.129,0.0000
amr2,unloaded,nav,35.142,0.0000
amr2,unloaded,nav,35.160,0.0000
amr2,unloaded,nav,35.181,0.0000
amr2,unloaded,nav,35.200,0.0000
amr2,unloaded,nav,35.221,0.0000
amr2,unloaded,nav,35.242,0.0000
amr2,unloaded,nav,35.261,0.0000
amr2,unloaded,nav,35.283,0.0000
amr2,unloaded,nav,35.300,0.0000
amr2,unloaded,nav,35.322,0.0000
amr2,unloaded,nav,35.340,0.0000
amr2,unloaded,nav,35.360,0.0000
amr2,unloaded,nav,35.380,0.0000
amr2,unloaded,nav,35.400,0.0000
amr2,unloaded,nav,35.420,0.0000
amr2,unloaded,nav,35.441,0.0000
amr2,unloaded,nav,35.463,0.0000
amr2,unloaded,nav,35.480,0.0000
amr2,unloaded,nav,35.501,0.0000
amr2,unloaded,nav,35.520,0.0000
amr2,unloaded,nav,35.547,0.0000
amr2,unloaded,nav,35.564,0.0000
amr2,unloaded,nav,35.581,0.0000
amr2,unloaded,nav,35.601,0.0000
amr2,unloaded,nav,35.629,0.0000
amr2,unloaded,nav,35.641,0.0000
amr2,unloaded,nav,35.662,0.0000
amr2,unloaded,nav,35.680,0.0000
amr2,unloaded,nav,35.701,0.0000
amr2,unloaded,nav,35.721,0.0000
amr2,unloaded,nav,35.741,0.0000
amr2,unloaded,nav,35.761,0.0000
amr2,unloaded,nav,35.780,0.0000
amr2,unloaded,nav,35.802,0.0000
amr2,unloaded,nav,35.820,0.0000
amr2,unloaded,nav,35.840,0.0000
amr2,unloaded,nav,35.861,0.0000
amr2,unloaded,nav,35.880,0.0000
amr2,unloaded,nav,35.902,0.0000
amr2,unloaded,nav,35.921,0.0000
amr2,unloaded,nav,35.940,0.0000
amr2,unloaded,nav,35.962,0.0000
amr2,unloaded,nav,35.981,0.0000
amr2,unloaded,nav,36.001,0.0000
amr2,unloaded,nav,36.020,0.0000
amr2,unloaded,nav,36.040,0.0000
amr2,unloaded,nav,36.061,0.0000
amr2,unloaded,nav,36.080,0.0000
amr2,unloaded,nav,36.100,0.0000
amr2,unloaded,nav,36.121,0.0000
amr2,unloaded,nav,36.140,0.0000
amr2,unloaded,nav,36.161,0.0000
amr2,unloaded,nav,36.180,0.0000
amr2,unloaded,nav,36.202,0.0000
amr2,unloaded,nav,36.220,0.0000
amr2,unloaded,nav,36.240,0.0000
amr2,unloaded,nav,36.261,0.0000
amr2,unloaded,nav,36.281,0.0000
amr2,unloaded,nav,36.300,0.0000
amr2,unloaded,nav,36.321,0.0000
amr2,unloaded,nav,36.341,0.0000
amr2,unloaded,nav,36.361,0.0000
amr2,unloaded,nav,36.381,0.0000
amr2,unloaded,nav,36.400,0.0000
amr2,unloaded,nav,36.421,0.0000
amr2,unloaded,nav,36.441,0.0000
amr2,unloaded,nav,36.461,0.0000
amr2,unloaded,nav,36.481,0.0000
amr2,unloaded,nav,36.502,0.0000
amr2,unloaded,nav,36.521,0.0000
amr2,unloaded,nav,36.540,0.0000
amr2,unloaded,nav,36.562,0.0000
amr2,unloaded,nav,36.580,0.0000
amr2,unloaded,nav,36.601,0.0000
amr2,unloaded,nav,36.620,0.0000
amr2,unloaded,nav,36.641,0.0000
amr2,unloaded,nav,36.663,0.0000
amr2,unloaded,nav,36.681,0.0000
amr2,unloaded,nav,36.700,0.0000
amr2,unloaded,nav,36.721,0.0000
amr2,unloaded,nav,36.741,0.0000
amr2,unloaded,nav,36.761,0.0000
amr2,unloaded,nav,36.781,0.0000
amr2,unloaded,nav,36.801,0.0000
amr2,unloaded,nav,36.822,0.0000
amr2,unloaded,nav,36.841,0.0000
amr2,unloaded,nav,36.860,0.0000
amr2,unloaded,nav,36.883,0.0000
amr2,unloaded,nav,36.901,0.0000
amr2,unloaded,nav,36.920,0.0000
amr2,unloaded,nav,36.940,0.0000
amr2,unloaded,nav,36.961,0.0000
amr2,unloaded,nav,36.980,0.0000
amr2,unloaded,nav,37.000,0.0000
amr2,unloaded,nav,37.020,0.0000
amr2,unloaded,nav,37.042,0.0000
amr2,unloaded,nav,37.060,0.0000
amr2,unloaded,nav,37.080,0.0000
amr2,unloaded,nav,37.101,0.0000
amr2,unloaded,nav,37.120,0.0000
amr2,unloaded,nav,37.141,0.0000
amr2,unloaded,nav,37.162,0.0000
amr2,unloaded,nav,37.183,0.0000
amr2,unloaded,nav,37.201,0.0000
