robot,payload,stage,t,v
amr1,unloaded,odom,29.185,0.5000
amr1,unloaded,odom,29.205,0.5000
amr1,unloaded,odom,29.224,0.5000
amr1,unloaded,odom,29.245,0.5000
amr1,unloaded,odom,29.265,0.5000
amr1,unloaded,odom,29.285,0.5000
amr1,unloaded,odom,29.305,0.5000
amr1,unloaded,odom,29.325,0.5000
amr1,unloaded,odom,29.344,0.5000
amr1,unloaded,odom,29.365,0.5000
amr1,unloaded,odom,29.385,0.5000
amr1,unloaded,odom,29.405,0.5000
amr1,unloaded,odom,29.425,0.5000
amr1,unloaded,odom,29.446,0.5000
amr1,unloaded,odom,29.464,0.5000
amr1,unloaded,odom,29.484,0.5000
amr1,unloaded,odom,29.505,0.5000
amr1,unloaded,odom,29.526,0.5000
amr1,unloaded,odom,29.545,0.5000
amr1,unloaded,odom,29.564,0.5000
amr1,unloaded,odom,29.586,0.5000
amr1,unloaded,odom,29.604,0.5000
amr1,unloaded,odom,29.625,0.5000
amr1,unloaded,odom,29.645,0.5000
amr1,unloaded,odom,29.665,0.5000
amr1,unloaded,odom,29.684,0.5000
amr1,unloaded,odom,29.706,0.5000
amr1,unloaded,odom,29.725,0.5000
amr1,unloaded,odom,29.745,0.5000
amr1,unloaded,odom,29.764,0.5000
amr1,unloaded,odom,29.785,0.5000
amr1,unloaded,odom,29.805,0.5000
amr1,unloaded,odom,29.825,0.5000
amr1,unloaded,odom,29.844,0.5000
amr1,unloaded,odom,29.864,0.5000
amr1,unloaded,odom,29.885,0.5000
amr1,unloaded,odom,29.904,0.5000
amr1,unloaded,odom,29.925,0.5000
amr1,unloaded,odom,29.944,0.5000
amr1,unloaded,odom,29.965,0.5000
amr1,unloaded,odom,29.985,0.5000
amr1,unloaded,odom,30.005,0.5000
amr1,unloaded,odom,30.024,0.5000
amr1,unloaded,odom,30.045,0.5000
amr1,unloaded,odom,30.066,0.5000
amr1,unloaded,odom,30.085,0.5000
amr1,unloaded,odom,30.104,0.5000
amr1,unloaded,odom,30.125,0.5000
amr1,unloaded,odom,30.145,0.5000
amr1,unloaded,odom,30.165,0.5000
amr1,unloaded,odom,30.185,0.5000
amr1,unloaded,odom,30.204,0.5000
amr1,unloaded,odom,30.224,0.5000
amr1,unloaded,odom,30.244,0.5000
amr1,unloaded,odom,30.266,0.5000
amr1,unloaded,odom,30.285,0.5000
amr1,unloaded,odom,30.305,0.5000
amr1,unloaded,odom,30.325,0.5000
amr1,unloaded,odom,30.344,0.5000
amr1,unloaded,odom,30.365,0.5000
amr1,unloaded,odom,30.385,0.5000
amr1,unloaded,odom,30.406,0.5000
amr1,unloaded,odom,30.424,0.5000
amr1,unloaded,odom,30.445,0.5000
amr1,unloaded,odom,30.464,0.5000
amr1,unloaded,odom,30.485,0.5000
amr1,unloaded,odom,30.504,0.5000
amr1,unloaded,odom,30.525,0.5000
amr1,unloaded,odom,30.545,0.5000
amr1,unloaded,odom,30.565,0.5000
amr1,unloaded,odom,30.584,0.5000
amr1,unloaded,odom,30.604,0.5000
amr1,unloaded,odom,30.624,0.5000
amr1,unloaded,odom,30.644,0.5000
amr1,unloaded,odom,30.664,0.5000
amr1,unloaded,odom,30.685,0.5000
amr1,unloaded,odom,30.705,0.5000
amr1,unloaded,odom,30.724,0.5000
amr1,unloaded,odom,30.744,0.5000
amr1,unloaded,odom,30.765,0.5000
amr1,unloaded,odom,30.785,0.5000
amr1,unloaded,odom,30.804,0.5000
amr1,unloaded,odom,30.825,0.5000
amr1,unloaded,odom,30.844,0.5000
amr1,unloaded,odom,30.864,0.5000
amr1,unloaded,odom,30.885,0.5000
amr1,unloaded,odom,30.905,0.5000
amr1,unloaded,odom,30.925,0.5000
amr1,unloaded,odom,30.945,0.5000
amr1,unloaded,odom,30.965,0.5000
amr1,unloaded,odom,30.985,0.5000
amr1,unloaded,odom,31.006,0.5000
amr1,unloaded,odom,31.025,0.5000
amr1,unloaded,odom,31.044,0.5000
amr1,unloaded,odom,31.066,0.5000
amr1,unloaded,odom,31.087,0.5000
amr1,unloaded,odom,31.105,0.5000
amr1,unloaded,odom,31.126,0.5000
amr1,unloaded,odom,31.146,0.5000
amr1,unloaded,odom,31.164,0.5000
amr1,unloaded,odom,31.186,0.5000
amr1,unloaded,odom,31.204,0.5000
amr1,unloaded,odom,31.224,0.5000
amr1,unloaded,odom,31.245,0.5000
amr1,unloaded,odom,31.265,0.5000
amr1,unloaded,odom,31.285,0.5000
amr1,unloaded,odom,31.305,0.5000
amr1,unloaded,odom,31.324,0.5000
amr1,unloaded,odom,31.345,0.5000
amr1,unloaded,odom,31.364,0.5000
amr1,unloaded,odom,31.385,0.5000
amr1,unloaded,odom,31.405,0.5000
amr1,unloaded,odom,31.425,0.5000
amr1,unloaded,odom,31.444,0.5000
amr1,unloaded,odom,31.465,0.5000
amr1,unloaded,odom,31.484,0.5000
amr1,unloaded,odom,31.505,0.5000
amr1,unloaded,odom,31.526,0.5000
amr1,unloaded,odom,31.545,0.5000
amr1,unloaded,odom,31.565,0.5000
amr1,unloaded,odom,31.584,0.5000
amr1,unloaded,odom,31.605,0.5000
amr1,unloaded,odom,31.625,0.5000
amr1,unloaded,odom,31.645,0.5000
amr1,unloaded,odom,31.664,0.5000
amr1,unloaded,odom,31.684,0.5000
amr1,unloaded,odom,31.705,0.5000
amr1,unloaded,odom,31.725,0.5000
amr1,unloaded,odom,31.745,0.5000
amr1,unloaded,odom,31.765,0.5000
amr1,unloaded,odom,31.784,0.5000
amr1,unloaded,odom,31.804,0.5000
amr1,unloaded,odom,31.825,0.5000
amr1,unloaded,odom,31.845,0.5000
amr1,unloaded,odom,31.865,0.5000
amr1,unloaded,odom,31.885,0.5000
amr1,unloaded,odom,31.904,0.5000
amr1,unloaded,odom,31.924,0.5000
amr1,unloaded,odom,31.945,0.5000
amr1,unloaded,odom,31.965,0.5000
amr1,unloaded,odom,31.985,0.5000
amr1,unloaded,odom,32.004,0.5000
amr1,unloaded,odom,32.024,0.5000
amr1,unloaded,odom,32.045,0.5000
amr1,unloaded,odom,32.065,0.5000
amr1,unloaded,odom,32.085,0.5000
amr1,unloaded,odom,32.105,0.5000
amr1,unloaded,odom,32.124,0.5000
amr1,unloaded,odom,32.144,0.5000
amr1,unloaded,odom,32.165,0.5000
amr1,unloaded,odom,32.184,0.5000
amr1,unloaded,odom,32.205,0.5000
amr1,unloaded,odom,32.224,0.5000
amr1,unloaded,odom,32.244,0.5000
amr1,unloaded,odom,32.265,0.5000
amr1,unloaded,odom,32.284,0.5000
amr1,unloaded,odom,32.305,0.5000
amr1,unloaded,odom,32.325,0.5000
amr1,unloaded,odom,32.344,0.5000
amr1,unloaded,odom,32.366,0.5000
amr1,unloaded,odom,32.385,0.5000
amr1,unloaded,odom,32.405,0.5000
amr1,unloaded,odom,32.424,0.5000
amr1,unloaded,odom,32.444,0.5000
amr1,unloaded,odom,32.465,0.5000
amr1,unloaded,odom,32.485,0.5000
amr1,unloaded,odom,32.505,0.5000
amr1,unloaded,odom,32.525,0.5000
amr1,unloaded,odom,32.544,0.5000
amr1,unloaded,odom,32.564,0.5000
amr1,unloaded,odom,32.585,0.5000
amr1,unloaded,odom,32.604,0.5000
amr1,unloaded,odom,32.624,0.5000
amr1,unloaded,odom,32.646,0.5000
amr1,unloaded,odom,32.665,0.5000
amr1,unloaded,odom,32.685,0.5000
amr1,unloaded,odom,32.704,0.5000
amr1,unloaded,odom,32.725,0.5000
amr1,unloaded,odom,32.745,0.5000
amr1,unloaded,odom,32.765,0.5000
amr1,unloaded,odom,32.784,0.5000
amr1,unloaded,odom,32.804,0.5000
amr1,unloaded,odom,32.824,0.5000
amr1,unloaded,odom,32.845,0.5000
amr1,unloaded,odom,32.864,0.5000
amr1,unloaded,odom,32.884,0.5000
amr1,unloaded,odom,32.906,0.5000
amr1,unloaded,odom,32.925,0.5000
amr1,unloaded,odom,32.945,0.5000
amr1,unloaded,odom,32.965,0.5000
amr1,unloaded,odom,32.984,0.5000
amr1,unloaded,odom,33.004,0.5000
amr1,unloaded,odom,33.025,0.5000
amr1,unloaded,odom,33.045,0.5000
amr1,unloaded,odom,33.065,0.5000
amr1,unloaded,odom,33.085,0.5000
amr1,unloaded,odom,33.104,0.5000
amr1,unloaded,odom,33.125,0.5000
amr1,unloaded,odom,33.144,0.5000
amr1,unloaded,odom,33.165,0.5000
amr1,unloaded,odom,33.185,0.5000
amr1,unloaded,odom,33.204,0.5000
amr1,unloaded,odom,33.225,0.5000
amr1,unloaded,odom,33.244,0.5000
amr1,unloaded,odom,33.264,0.5000
amr1,unloaded,odom,33.285,0.5000
amr1,unloaded,odom,33.304,0.5000
amr1,unloaded,odom,33.326,0.5000
amr1,unloaded,odom,33.345,0.5000
amr1,unloaded,odom,33.365,0.5000
amr1,unloaded,odom,33.385,0.5000
amr1,unloaded,odom,33.405,0.5000
amr1,unloaded,odom,33.424,0.5000
amr1,unloaded,odom,33.444,0.5000
amr1,unloaded,odom,33.464,0.5000
amr1,unloaded,odom,33.485,0.5000
amr1,unloaded,odom,33.505,0.5000
amr1,unloaded,odom,33.525,0.5000
amr1,unloaded,odom,33.544,0.5000
amr1,unloaded,odom,33.565,0.5000
amr1,unloaded,odom,33.584,0.5000
amr1,unloaded,odom,33.605,0.5000
amr1,unloaded,odom,33.625,0.5000
amr1,unloaded,odom,33.645,0.5000
amr1,unloaded,odom,33.664,0.5000
amr1,unloaded,odom,33.686,0.5000
amr1,unloaded,odom,33.705,0.5000
amr1,unloaded,odom,33.725,0.5000
amr1,unloaded,odom,33.745,0.5000
amr1,unloaded,odom,33.764,0.5000
amr1,unloaded,odom,33.784,0.5000
amr1,unloaded,odom,33.805,0.5000
amr1,unloaded,odom,33.825,0.5000
amr1,unloaded,odom,33.844,0.5000
amr1,unloaded,odom,33.865,0.5000
amr1,unloaded,odom,33.885,0.5000
amr1,unloaded,odom,33.904,0.5000
amr1,unloaded,odom,33.924,0.5000
amr1,unloaded,odom,33.945,0.5000
amr1,unloaded,odom,33.965,0.5000
amr1,unloaded,odom,33.985,0.5000
amr1,unloaded,odom,34.005,0.5000
amr1,unloaded,odom,34.025,0.5000
amr1,unloaded,odom,34.045,0.5000
amr1,unloaded,odom,34.065,0.5000
amr1,unloaded,odom,34.085,0.5000
amr1,unloaded,odom,34.105,0.5000
amr1,unloaded,odom,34.124,0.5000
amr1,unloaded,odom,34.144,0.5000
amr1,unloaded,odom,34.165,0.5000
amr1,unloaded,odom,34.185,0.5000
amr1,unloaded,odom,34.205,0.4998
amr1,unloaded,odom,34.225,0.4975
amr1,unloaded,odom,34.245,0.4975
amr1,unloaded,odom,34.264,0.4928
amr1,unloaded,odom,34.284,0.4925
amr1,unloaded,odom,34.304,0.4923
amr1,unloaded,odom,34.324,0.4850
amr1,unloaded,odom,34.345,0.4850
amr1,unloaded,odom,34.364,0.4790
amr1,unloaded,odom,34.385,0.4750
amr1,unloaded,odom,34.405,0.4750
amr1,unloaded,odom,34.425,0.4640
amr1,unloaded,odom,34.445,0.4625
amr1,unloaded,odom,34.464,0.4557
amr1,unloaded,odom,34.485,0.4475
amr1,unloaded,odom,34.504,0.4470
amr1,unloaded,odom,34.525,0.4328
amr1,unloaded,odom,34.545,0.4300
amr1,unloaded,odom,34.565,0.4232
amr1,unloaded,odom,34.584,0.4101
amr1,unloaded,odom,34.605,0.4098
amr1,unloaded,odom,34.625,0.3960
amr1,unloaded,odom,34.644,0.3875
amr1,unloaded,odom,34.665,0.3807
amr1,unloaded,odom,34.684,0.3649
amr1,unloaded,odom,34.704,0.3625
amr1,unloaded,odom,34.725,0.3501
amr1,unloaded,odom,34.744,0.3356
amr1,unloaded,odom,34.765,0.3290
amr1,unloaded,odom,34.786,0.3130
amr1,unloaded,odom,34.804,0.3048
amr1,unloaded,odom,34.824,0.2910
amr1,unloaded,odom,34.845,0.2751
amr1,unloaded,odom,34.865,0.2665
amr1,unloaded,odom,34.885,0.2505
amr1,unloaded,odom,34.904,0.2375
amr1,unloaded,odom,34.925,0.2243
amr1,unloaded,odom,34.945,0.2083
amr1,unloaded,odom,34.964,0.1999
amr1,unloaded,odom,34.985,0.1839
amr1,unloaded,odom,35.004,0.1735
amr1,unloaded,odom,35.026,0.1611
amr1,unloaded,odom,35.044,0.1462
amr1,unloaded,odom,35.065,0.1409
amr1,unloaded,odom,35.091,0.1249
amr1,unloaded,odom,35.104,0.1196
amr1,unloaded,odom,35.128,0.1112
amr1,unloaded,odom,35.144,0.0968
amr1,unloaded,odom,35.165,0.0911
amr1,unloaded,odom,35.184,0.0764
amr1,unloaded,odom,35.205,0.0755
amr1,unloaded,odom,35.225,0.0624
amr1,unloaded,odom,35.244,0.0464
amr1,unloaded,odom,35.265,0.0416
amr1,unloaded,odom,35.285,0.0416
amr1,unloaded,odom,35.305,0.0414
amr1,unloaded,odom,35.325,0.0291
amr1,unloaded,odom,35.345,0.0284
amr1,unloaded,odom,35.365,0.0224
amr1,unloaded,odom,35.383,0.0177
amr1,unloaded,odom,35.406,0.0176
amr1,unloaded,odom,35.425,0.0094
amr1,unloaded,odom,35.445,0.0094
amr1,unloaded,odom,35.465,0.0042
amr1,unloaded,odom,35.484,0.0037
amr1,unloaded,odom,35.505,0.0037
amr1,unloaded,odom,35.523,0.0005
amr1,unloaded,odom,35.547,0.0005
amr1,unloaded,odom,35.565,0.0000
amr1,unloaded,odom,35.585,0.0000
amr1,unloaded,odom,35.604,0.0000
amr1,unloaded,odom,35.629,0.0000
amr1,unloaded,odom,35.645,0.0000
amr1,unloaded,odom,35.665,0.0000
amr1,unloaded,odom,35.686,0.0000
amr1,unloaded,odom,35.705,0.0000
amr1,unloaded,odom,35.725,0.0000
amr1,unloaded,odom,35.744,0.0000
amr1,unloaded,odom,35.764,0.0000
amr1,unloaded,odom,35.784,0.0000
amr1,unloaded,odom,35.805,0.0000
amr1,unloaded,odom,35.824,0.0000
amr1,unloaded,odom,35.844,0.0000
amr1,unloaded,odom,35.864,0.0000
amr1,unloaded,odom,35.884,0.0000
amr1,unloaded,odom,35.905,0.0000
amr1,unloaded,odom,35.924,0.0000
amr1,unloaded,odom,35.944,0.0000
amr1,unloaded,odom,35.965,0.0000
amr1,unloaded,odom,35.985,0.0000
amr1,unloaded,odom,36.004,0.0000
amr1,unloaded,odom,36.025,0.0000
amr1,unloaded,odom,36.045,0.0000
amr1,unloaded,odom,36.064,0.0000
amr1,unloaded,odom,36.085,0.0000
amr1,unloaded,odom,36.107,0.0000
amr1,unloaded,odom,36.124,0.0000
amr1,unloaded,odom,36.145,0.0000
amr1,unloaded,odom,36.165,0.0000
amr1,unloaded,odom,36.185,0.0000
amr1,unloaded,odom,36.206,0.0000
amr1,unloaded,odom,36.224,0.0000
amr1,unloaded,odom,36.246,0.0000
amr1,unloaded,odom,36.266,0.0000
amr1,unloaded,odom,36.285,0.0000
amr1,unloaded,odom,36.304,0.0000
amr1,unloaded,odom,36.324,0.0000
amr1,unloaded,odom,36.344,0.0000
amr1,unloaded,odom,36.365,0.0000
amr1,unloaded,odom,36.384,0.0000
amr1,unloaded,odom,36.405,0.0000
amr1,unloaded,odom,36.425,0.0000
amr1,unloaded,odom,36.445,0.0000
amr1,unloaded,odom,36.465,0.0000
amr1,unloaded,odom,36.484,0.0000
amr1,unloaded,odom,36.506,0.0000
amr1,unloaded,odom,36.525,0.0000
amr1,unloaded,odom,36.544,0.0000
amr1,unloaded,odom,36.565,0.0000
amr1,unloaded,odom,36.584,0.0000
amr1,unloaded,odom,36.603,0.0000
amr1,unloaded,odom,36.624,0.0000
amr1,unloaded,odom,36.646,0.0000
amr1,unloaded,odom,36.665,0.0000
amr1,unloaded,odom,36.684,0.0000
amr1,unloaded,odom,36.704,0.0000
amr1,unloaded,odom,36.725,0.0000
amr1,unloaded,odom,36.745,0.0000
amr1,unloaded,odom,36.764,0.0000
amr1,unloaded,odom,36.784,0.0000
amr1,unloaded,odom,36.805,0.0000
amr1,unloaded,odom,36.826,0.0000
amr1,unloaded,odom,36.844,0.0000
amr1,unloaded,odom,36.865,0.0000
amr1,unloaded,odom,36.885,0.0000
amr1,unloaded,odom,36.905,0.0000
amr1,unloaded,odom,36.925,0.0000
amr1,unloaded,odom,36.944,0.0000
amr1,unloaded,odom,36.964,0.0000
amr1,unloaded,odom,36.985,0.0000
amr1,unloaded,odom,37.004,0.0000
amr1,unloaded,odom,37.025,0.0000
amr1,unloaded,odom,37.046,0.0000
amr1,unloaded,odom,37.065,0.0000
amr1,unloaded,odom,37.085,0.0000
amr1,unloaded,odom,37.105,0.0000
amr1,unloaded,odom,37.125,0.0000
amr1,unloaded,odom,37.145,0.0000
amr1,unloaded,odom,37.165,0.0000
amr1,unloaded,odom,37.185,0.0000
amr1,unloaded,odom,37.204,0.0000
amr1,unloaded,odom,37.225,0.0000
amr1,unloaded,odom,37.244,0.0000
amr1,unloaded,odom,37.265,0.0000
amr1,unloaded,odom,37.285,0.0000
amr1,unloaded,odom,37.306,0.0000
amr1,unloaded,odom,37.327,0.0000
amr1,unloaded,odom,37.345,0.0000
amr1,unloaded,odom,37.364,0.0000
amr1,unloaded,odom,37.386,0.0000
amr1,unloaded,odom,37.405,0.0000
amr1,unloaded,odom,37.425,0.0000
amr1,unloaded,odom,37.444,0.0000
amr1,unloaded,odom,37.464,0.0000
amr1,unloaded,odom,37.485,0.0000
amr1,unloaded,odom,37.505,0.0000
amr1,unloaded,odom,37.524,0.0000
amr1,unloaded,odom,37.546,0.0000
amr1,unloaded,odom,37.565,0.0000
amr1,unloaded,odom,37.585,0.0000
amr1,unloaded,odom,37.604,0.0000
amr1,unloaded,odom,37.624,0.0000
amr1,unloaded,odom,37.646,0.0000
amr1,unloaded,odom,37.665,0.0000
amr1,unloaded,odom,37.684,0.0000
amr1,unloaded,odom,37.705,0.0000
amr1,unloaded,odom,37.724,0.0000
amr1,unloaded,odom,37.745,0.0000
amr1,unloaded,odom,37.764,0.0000
amr1,unloaded,odom,37.785,0.0000
amr1,unloaded,odom,37.805,0.0000
amr1,unloaded,odom,37.824,0.0000
amr1,unloaded,odom,37.844,0.0000
amr1,unloaded,odom,37.866,0.0000
amr1,unloaded,odom,37.885,0.0000
amr1,unloaded,odom,37.904,0.0000
amr1,unloaded,odom,37.924,0.0000
amr1,unloaded,odom,37.945,0.0000
amr1,unloaded,odom,37.964,0.0000
amr1,unloaded,odom,37.985,0.0000
amr1,unloaded,odom,38.005,0.0000
amr1,unloaded,odom,38.024,0.0000
amr1,unloaded,odom,38.045,0.0000
amr1,unloaded,odom,38.064,0.0000
amr1,unloaded,odom,38.084,0.0000
amr1,unloaded,odom,38.105,0.0000
amr1,unloaded,odom,38.125,0.0000
amr1,unloaded,odom,38.145,0.0000
amr1,unloaded,odom,38.164,0.0000
amr1,unloaded,odom,38.185,0.0000
amr1,unloaded,odom,38.205,0.0000
amr1,unloaded,odom,38.223,0.0000
amr1,unloaded,odom,38.244,0.0000
amr1,unloaded,odom,38.265,0.0000
amr1,unloaded,odom,38.286,0.0000
amr1,unloaded,odom,38.304,0.0000
amr1,unloaded,odom,38.325,0.0000
amr1,unloaded,odom,38.345,0.0000
amr1,unloaded,odom,38.365,0.0000
amr1,unloaded,odom,38.384,0.0000
amr1,unloaded,odom,38.404,0.0000
amr1,unloaded,odom,38.425,0.0000
amr1,unloaded,odom,38.444,0.0000
amr1,unloaded,odom,38.466,0.0000
amr1,unloaded,odom,38.484,0.0000
amr1,unloaded,odom,38.503,0.0000
amr1,unloaded,odom,38.524,0.0000
amr1,unloaded,odom,38.544,0.0000
amr1,unloaded,odom,38.566,0.0000
amr1,unloaded,odom,38.584,0.0000
amr1,unloaded,odom,38.604,0.0000
amr1,unloaded,odom,38.624,0.0000
amr1,unloaded,odom,38.645,0.0000
amr1,unloaded,odom,38.665,0.0000
amr1,unloaded,odom,38.685,0.0000
amr1,unloaded,odom,38.705,0.0000
amr1,unloaded,odom,38.725,0.0000
amr1,unloaded,odom,38.745,0.0000
amr1,unloaded,odom,38.766,0.0000
amr1,unloaded,odom,38.785,0.0000
amr1,unloaded,odom,38.805,0.0000
amr1,unloaded,odom,38.826,0.0000
amr1,unloaded,odom,38.845,0.0000
amr1,unloaded,odom,38.865,0.0000
amr1,unloaded,odom,38.885,0.0000
amr1,unloaded,odom,38.904,0.0000
amr1,unloaded,odom,38.925,0.0000
amr1,unloaded,odom,38.944,0.0000
amr1,unloaded,odom,38.964,0.0000
amr1,unloaded,odom,38.986,0.0000
amr1,unloaded,odom,39.004,0.0000
amr1,unloaded,odom,39.025,0.0000
amr1,unloaded,odom,39.044,0.0000
amr1,unloaded,odom,39.065,0.0000
amr1,unloaded,odom,39.085,0.0000
amr1,loaded,nav,39.100,0.0000
amr1,loaded,nav,39.122,0.5000
amr1,loaded,nav,39.141,0.5000
amr1,loaded,nav,39.160,0.5000
amr1,loaded,nav,39.180,0.5000
amr1,loaded,nav,39.201,0.5000
amr1,loaded,nav,39.221,0.5000
amr1,loaded,nav,39.241,0.5000
amr1,loaded,nav,39.262,0.5000
amr1,loaded,nav,39.281,0.5000
amr1,loaded,nav,39.300,0.5000
amr1,loaded,nav,39.322,0.5000
amr1,loaded,nav,39.341,0.5000
amr1,loaded,nav,39.360,0.5000
amr1,loaded,nav,39.385,0.5000
amr1,loaded,nav,39.401,0.5000
amr1,loaded,nav,39.422,0.5000
amr1,loaded,nav,39.442,0.5000
amr1,loaded,nav,39.460,0.5000
amr1,loaded,nav,39.480,0.5000
amr1,loaded,nav,39.500,0.5000
amr1,loaded,nav,39.520,0.5000
amr1,loaded,nav,39.540,0.5000
amr1,loaded,nav,39.560,0.5000
amr1,loaded,nav,39.580,0.5000
amr1,loaded,nav,39.600,0.5000
amr1,loaded,nav,39.621,0.5000
amr1,loaded,nav,39.642,0.5000
amr1,loaded,nav,39.660,0.5000
amr1,loaded,nav,39.681,0.5000
amr1,loaded,nav,39.701,0.5000
amr1,loaded,nav,39.721,0.5000
amr1,loaded,nav,39.740,0.5000
amr1,loaded,nav,39.761,0.5000
amr1,loaded,nav,39.781,0.5000
amr1,loaded,nav,39.800,0.5000
amr1,loaded,nav,39.822,0.5000
amr1,loaded,nav,39.840,0.5000
amr1,loaded,nav,39.861,0.5000
amr1,loaded,nav,39.881,0.5000
amr1,loaded,nav,39.902,0.5000
amr1,loaded,nav,39.922,0.5000
amr1,loaded,nav,39.940,0.5000
amr1,loaded,nav,39.961,0.5000
amr1,loaded,nav,39.980,0.5000
amr1,loaded,nav,40.000,0.5000
amr1,loaded,nav,40.021,0.5000
amr1,loaded,nav,40.041,0.5000
amr1,loaded,nav,40.061,0.5000
amr1,loaded,nav,40.081,0.5000
amr1,loaded,nav,40.101,0.5000
amr1,loaded,nav,40.121,0.5000
amr1,loaded,nav,40.143,0.5000
amr1,loaded,nav,40.162,0.5000
amr1,loaded,nav,40.181,0.5000
amr1,loaded,nav,40.202,0.5000
amr1,loaded,nav,40.220,0.5000
amr1,loaded,nav,40.241,0.5000
amr1,loaded,nav,40.261,0.5000
amr1,loaded,nav,40.281,0.5000
amr1,loaded,nav,40.302,0.5000
amr1,loaded,nav,40.321,0.5000
amr1,loaded,nav,40.340,0.5000
amr1,loaded,nav,40.362,0.5000
amr1,loaded,nav,40.380,0.5000
amr1,loaded,nav,40.404,0.5000
amr1,loaded,nav,40.421,0.5000
amr1,loaded,nav,40.440,0.5000
amr1,loaded,nav,40.463,0.5000
amr1,loaded,nav,40.480,0.5000
amr1,loaded,nav,40.500,0.5000
amr1,loaded,nav,40.521,0.5000
amr1,loaded,nav,40.541,0.5000
amr1,loaded,nav,40.561,0.5000
amr1,loaded,nav,40.587,0.5000
amr1,loaded,nav,40.600,0.5000
amr1,loaded,nav,40.621,0.5000
amr1,loaded,nav,40.640,0.5000
amr1,loaded,nav,40.660,0.5000
amr1,loaded,nav,40.680,0.5000
amr1,loaded,nav,40.700,0.5000
amr1,loaded,nav,40.721,0.5000
amr1,loaded,nav,40.740,0.5000
amr1,loaded,nav,40.761,0.5000
amr1,loaded,nav,40.781,0.5000
amr1,loaded,nav,40.800,0.5000
amr1,loaded,nav,40.820,0.5000
amr1,loaded,nav,40.841,0.5000
amr1,loaded,nav,40.860,0.5000
amr1,loaded,nav,40.882,0.5000
amr1,loaded,nav,40.900,0.5000
amr1,loaded,nav,40.922,0.5000
amr1,loaded,nav,40.940,0.5000
amr1,loaded,nav,40.961,0.5000
amr1,loaded,nav,40.981,0.5000
amr1,loaded,nav,41.001,0.5000
amr1,loaded,nav,41.020,0.5000
amr1,loaded,nav,41.041,0.5000
amr1,loaded,nav,41.060,0.5000
amr1,loaded,nav,41.081,0.5000
amr1,loaded,nav,41.100,0.5000
amr1,loaded,nav,41.121,0.5000
amr1,loaded,nav,41.140,0.5000
amr1,loaded,nav,41.160,0.5000
amr1,loaded,nav,41.182,0.5000
amr1,loaded,nav,41.201,0.5000
amr1,loaded,nav,41.222,0.5000
amr1,loaded,nav,41.240,0.5000
amr1,loaded,nav,41.260,0.5000
amr1,loaded,nav,41.280,0.5000
amr1,loaded,nav,41.301,0.5000
amr1,loaded,nav,41.320,0.5000
amr1,loaded,nav,41.341,0.5000
amr1,loaded,nav,41.361,0.5000
amr1,loaded,nav,41.382,0.5000
amr1,loaded,nav,41.401,0.5000
amr1,loaded,nav,41.422,0.5000
amr1,loaded,nav,41.440,0.5000
amr1,loaded,nav,41.461,0.5000
amr1,loaded,nav,41.481,0.5000
amr1,loaded,nav,41.502,0.5000
amr1,loaded,nav,41.522,0.5000
amr1,loaded,nav,41.541,0.5000
amr1,loaded,nav,41.561,0.5000
amr1,loaded,nav,41.581,0.5000
amr1,loaded,nav,41.600,0.5000
amr1,loaded,nav,41.623,0.5000
amr1,loaded,nav,41.641,0.5000
amr1,loaded,nav,41.661,0.5000
amr1,loaded,nav,41.680,0.5000
amr1,loaded,nav,41.700,0.5000
amr1,loaded,nav,41.721,0.5000
amr1,loaded,nav,41.740,0.5000
amr1,loaded,nav,41.760,0.5000
amr1,loaded,nav,41.781,0.5000
amr1,loaded,nav,41.800,0.5000
amr1,loaded,nav,41.820,0.5000
amr1,loaded,nav,41.842,0.5000
amr1,loaded,nav,41.860,0.5000
amr1,loaded,nav,41.880,0.5000
amr1,loaded,nav,41.900,0.5000
amr1,loaded,nav,41.921,0.5000
amr1,loaded,nav,41.941,0.5000
amr1,loaded,nav,41.960,0.5000
amr1,loaded,nav,41.986,0.5000
amr1,loaded,nav,42.005,0.5000
amr1,loaded,nav,42.022,0.5000
amr1,loaded,nav,42.041,0.5000
amr1,loaded,nav,42.061,0.5000
amr1,loaded,nav,42.081,0.5000
amr1,loaded,nav,42.100,0.5000
amr1,loaded,nav,42.122,0.5000
amr1,loaded,nav,42.140,0.5000
amr1,loaded,nav,42.160,0.5000
amr1,loaded,nav,42.181,0.5000
amr1,loaded,nav,42.202,0.5000
amr1,loaded,nav,42.220,0.5000
amr1,loaded,nav,42.240,0.5000
amr1,loaded,nav,42.261,0.5000
amr1,loaded,nav,42.280,0.5000
amr1,loaded,nav,42.300,0.5000
amr1,loaded,nav,42.320,0.5000
amr1,loaded,nav,42.341,0.5000
amr1,loaded,nav,42.360,0.5000
amr1,loaded,nav,42.380,0.5000
amr1,loaded,nav,42.400,0.5000
amr1,loaded,nav,42.420,0.5000
amr1,loaded,nav,42.441,0.5000
amr1,loaded,nav,42.461,0.5000
amr1,loaded,nav,42.481,0.5000
amr1,loaded,nav,42.500,0.5000
amr1,loaded,nav,42.521,0.5000
amr1,loaded,nav,42.541,0.5000
amr1,loaded,nav,42.560,0.5000
amr1,loaded,nav,42.581,0.5000
amr1,loaded,nav,42.600,0.5000
amr1,loaded,nav,42.620,0.5000
amr1,loaded,nav,42.641,0.5000
