t,separation_m
35.507,3.8909
35.526,3.8909
35.526,3.8985
35.546,3.8985
35.546,3.9061
35.565,3.9061
35.568,3.9137
35.586,3.9137
35.587,3.9214
35.604,3.9214
35.606,3.9290
35.625,3.9290
35.626,3.9367
35.646,3.9367
35.647,3.9444
35.666,3.9444
35.667,3.9522
35.685,3.9522
35.686,3.9599
35.707,3.9599
35.707,3.9677
35.725,3.9677
35.727,3.9755
35.746,3.9755
35.746,3.9833
35.765,3.9833
35.766,3.9911
35.785,3.9911
35.787,3.9990
35.805,3.9990
35.806,4.0068
35.825,4.0068
35.827,4.0147
35.845,4.0147
35.847,4.0226
35.866,4.0226
35.866,4.0305
35.886,4.0305
35.887,4.0385
35.905,4.0385
35.906,4.0464
35.925,4.0464
35.927,4.0544
35.945,4.0544
35.946,4.0624
35.965,4.0624
35.966,4.0704
35.986,4.0704
35.987,4.0785
36.005,4.0785
36.007,4.0865
36.027,4.0865
36.027,4.0946
36.045,4.0946
36.047,4.1027
36.065,4.1027
36.067,4.1108
36.085,4.1108
36.087,4.1189
36.105,4.1189
36.106,4.1270
36.125,4.1270
36.126,4.1352
36.172,4.1352
36.174,4.1434
36.175,4.1434
36.175,4.1516
36.198,4.1516
36.199,4.1598
36.206,4.1598
36.207,4.1680
36.225,4.1680
36.226,4.1762
36.245,4.1762
36.246,4.1845
36.265,4.1845
36.266,4.1928
36.286,4.1928
36.286,4.2011
36.305,4.2011
36.307,4.2094
36.326,4.2094
36.327,4.2177
36.345,4.2177
36.347,4.2261
36.365,4.2261
36.366,4.2344
36.386,4.2344
36.386,4.2428
36.405,4.2428
36.407,4.2512
36.425,4.2512
36.427,4.2596
36.446,4.2596
36.446,4.2681
36.465,4.2681
36.467,4.2765
36.486,4.2765
36.487,4.2850
36.506,4.2850
36.506,4.2935
36.525,4.2935
36.527,4.3020
36.545,4.3020
36.547,4.3105
36.565,4.3105
36.566,4.3190
36.585,4.3190
36.586,4.3276
36.606,4.3275
36.606,4.3361
36.626,4.3361
36.627,4.3447
36.645,4.3447
36.647,4.3533
36.666,4.3533
36.667,4.3619
36.685,4.3619
36.687,4.3705
36.705,4.3705
36.707,4.3792
36.725,4.3792
36.726,4.3878
36.745,4.3878
36.746,4.3965
36.765,4.3965
36.767,4.4052
36.785,4.4052
36.786,4.4139
36.806,4.4139
36.807,4.4226
36.825,4.4226
36.826,4.4313
36.845,4.4313
36.847,4.4401
36.865,4.4401
36.866,4.4489
36.885,4.4489
36.886,4.4576
36.906,4.4576
36.907,4.4664
36.925,4.4664
36.927,4.4752
36.945,4.4752
36.947,4.4840
36.965,4.4840
36.966,4.4928
36.986,4.4928
37.017,4.5017
37.017,4.5017
37.020,4.5106
37.035,4.5106
37.035,4.5195
37.045,4.5195
37.046,4.5284
37.065,4.5284
37.066,4.5373
37.085,4.5373
37.086,4.5462
37.106,4.5462
37.107,4.5551
37.126,4.5551
37.126,4.5641
37.145,4.5641
37.146,4.5731
37.165,4.5731
37.167,4.5821
37.185,4.5821
37.187,4.5911
37.206,4.5911
37.207,4.6001
37.226,4.6001
37.227,4.6091
37.245,4.6091
37.247,4.6182
37.265,4.6182
37.267,4.6272
37.285,4.6272
37.286,4.6363
37.305,4.6363
37.307,4.6454
37.325,4.6454
37.326,4.6545
37.346,4.6545
37.347,4.6636
37.366,4.6636
37.367,4.6727
37.385,4.6727
37.386,4.6819
37.405,4.6819
37.406,4.6910
37.425,4.6910
37.427,4.7002
37.445,4.7002
37.447,4.7094
37.465,4.7094
37.466,4.7186
37.485,4.7186
37.486,4.7278
37.505,4.7278
37.505,4.7370
37.525,4.7370
37.527,4.7462
37.545,4.7462
37.546,4.7554
37.565,4.7554
37.566,4.7647
37.585,4.7647
37.587,4.7739
37.605,4.7739
37.607,4.7832
37.625,4.7832
37.627,4.7925
37.646,4.7925
37.647,4.8018
37.666,4.8018
37.667,4.8111
37.685,4.8111
37.687,4.8204
37.706,4.8205
37.707,4.8298
37.725,4.8298
37.726,4.8392
37.746,4.8392
37.747,4.8486
37.766,4.8486
37.766,4.8580
37.786,4.8581
37.786,4.8674
37.805,4.8675
37.806,4.8769
37.826,4.8770
37.829,4.8864
37.866,4.8865
37.880,4.8959
37.880,4.8960
37.880,4.9054
37.885,4.9055
37.886,4.9149
37.905,4.9150
37.906,4.9244
37.926,4.9245
37.927,4.9340
37.945,4.9341
37.948,4.9435
37.965,4.9436
37.966,4.9531
37.987,4.9625
37.987,4.9626
38.005,4.9627
38.006,4.9722
38.025,4.9723
38.026,4.9818
38.045,4.9818
38.047,4.9913
38.066,4.9914
38.066,5.0009
38.085,5.0011
38.087,5.0106
38.105,5.0107
38.106,5.0202
38.125,5.0204
38.126,5.0299
38.146,5.0300
38.147,5.0396
38.165,5.0397
38.166,5.0493
38.186,5.0495
38.186,5.0590
38.206,5.0592
38.207,5.0688
38.225,5.0690
38.226,5.0786
38.245,5.0788
38.247,5.0884
38.265,5.0887
38.268,5.0983
38.286,5.0986
38.286,5.1082
38.306,5.1085
38.306,5.1181
38.325,5.1186
38.326,5.1282
38.345,5.1287
38.346,5.1383
38.365,5.1388
38.368,5.1485
38.385,5.1491
38.386,5.1587
38.406,5.1593
38.407,5.1690
38.426,5.1697
38.426,5.1793
38.445,5.1802
38.446,5.1899
38.465,5.1910
38.466,5.2006
38.487,5.2018
38.487,5.2115
38.506,5.2127
38.507,5.2224
38.525,5.2238
38.526,5.2335
38.545,5.2352
38.546,5.2449
38.565,5.2467
38.566,5.2564
38.586,5.2585
38.587,5.2682
38.606,5.2706
38.607,5.2803
38.625,5.2829
38.626,5.2926
38.645,5.2955
38.646,5.3049
38.679,5.3080
38.681,5.3172
38.689,5.3206
38.690,5.3295
38.705,5.3333
38.707,5.3419
38.725,5.3459
38.726,5.3543
38.745,5.3585
38.747,5.3666
38.765,5.3711
38.767,5.3790
38.786,5.3837
38.787,5.3913
38.805,5.3962
38.806,5.4036
38.825,5.4087
38.826,5.4158
38.846,5.4211
38.846,5.4280
38.865,5.4335
38.866,5.4402
38.885,5.4459
38.886,5.4522
38.905,5.4581
38.906,5.4643
38.925,5.4704
38.926,5.4762
38.946,5.4825
38.947,5.4881
38.965,5.4946
38.966,5.5001
38.986,5.5067
38.987,5.5123
39.005,5.5191
39.006,5.5248
39.025,5.5317
39.026,5.5376
39.046,5.5447
39.048,5.5507
39.065,5.5578
39.066,5.5639
39.086,5.5712
39.087,5.5775
39.106,5.5848
39.107,5.5912
39.125,5.5986
39.126,5.6052
39.145,5.6126
39.146,5.6193
39.165,5.6268
39.167,5.6337
39.185,5.6412
39.186,5.6482
39.205,5.6557
39.206,5.6629
39.226,5.6704
39.227,5.6777
39.246,5.6852
39.246,5.6926
