t,separation_m
33.860,3.8947
33.861,3.8871
33.880,3.8999
33.881,3.8923
33.900,3.9051
33.903,3.8974
33.920,3.9102
33.923,3.9026
33.940,3.9154
33.942,3.9077
33.960,3.9206
33.962,3.9129
33.982,3.9258
33.983,3.9181
34.001,3.9310
34.001,3.9233
34.020,3.9362
34.022,3.9285
34.041,3.9415
34.041,3.9337
34.060,3.9467
34.061,3.9389
34.080,3.9519
34.082,3.9442
34.104,3.9572
34.104,3.9494
34.124,3.9416
34.124,3.9546
34.140,3.9677
34.142,3.9599
34.162,3.9730
34.164,3.9652
34.180,3.9783
34.182,3.9704
34.201,3.9836
34.201,3.9757
34.219,3.9889
34.219,3.9810
34.242,3.9942
34.243,3.9863
34.260,3.9995
34.262,3.9916
34.280,4.0049
34.281,3.9969
34.301,4.0102
34.301,4.0023
34.320,4.0156
34.321,4.0076
34.341,4.0209
34.342,4.0130
34.361,4.0263
34.362,4.0183
34.380,4.0317
34.382,4.0237
34.400,4.0370
34.402,4.0290
34.420,4.0424
34.421,4.0344
34.440,4.0478
34.442,4.0398
34.460,4.0533
34.462,4.0452
34.481,4.0587
34.483,4.0506
34.501,4.0641
34.502,4.0560
34.519,4.0695
34.521,4.0615
34.540,4.0750
34.542,4.0669
34.560,4.0804
34.561,4.0723
34.581,4.0859
34.583,4.0778
34.600,4.0914
34.601,4.0832
34.621,4.0968
34.621,4.0887
34.641,4.1023
34.641,4.0942
34.660,4.1078
34.661,4.0997
34.681,4.0915
34.682,4.1051
34.700,4.1188
34.703,4.1106
34.720,4.1243
34.721,4.1161
34.740,4.1299
34.741,4.1217
34.760,4.1354
34.762,4.1272
34.782,4.1409
34.785,4.1327
34.801,4.1464
34.803,4.1382
34.821,4.1520
34.822,4.1437
34.840,4.1575
34.842,4.1493
34.863,4.1631
34.871,4.1548
34.880,4.1465
34.882,4.1603
34.901,4.1742
34.905,4.1659
34.920,4.1798
34.921,4.1715
34.939,4.1853
34.941,4.1770
34.962,4.1687
34.963,4.1826
34.980,4.1965
34.980,4.1882
35.000,4.2021
35.001,4.1937
35.020,4.2077
35.021,4.1993
35.040,4.2133
35.041,4.2049
35.060,4.2189
35.061,4.2105
35.080,4.2245
35.081,4.2161
35.100,4.2302
35.102,4.2217
35.119,4.2358
35.122,4.2274
35.140,4.2414
35.141,4.2330
35.161,4.2471
35.163,4.2386
35.181,4.2527
35.182,4.2442
35.200,4.2584
35.201,4.2499
35.220,4.2640
35.221,4.2555
35.241,4.2697
35.241,4.2612
35.261,4.2754
35.262,4.2669
35.280,4.2811
35.281,4.2725
35.300,4.2867
35.301,4.2782
35.320,4.2924
35.322,4.2839
35.340,4.2981
35.342,4.2896
35.360,4.3039
35.361,4.2953
35.380,4.3096
35.381,4.3010
35.400,4.3153
35.402,4.3067
35.421,4.3210
35.421,4.3124
35.440,4.3268
35.440,4.3182
35.461,4.3325
35.461,4.3239
35.480,4.3383
35.481,4.3296
35.500,4.3440
35.501,4.3354
35.520,4.3498
35.522,4.3412
35.540,4.3556
35.541,4.3469
35.560,4.3614
35.561,4.3527
35.580,4.3672
35.582,4.3585
35.600,4.3730
35.602,4.3643
35.620,4.3788
35.634,4.3701
35.642,4.3846
35.642,4.3759
35.661,4.3904
35.662,4.3817
35.679,4.3962
35.681,4.3875
35.701,4.4020
35.702,4.3933
35.721,4.4079
35.723,4.3991
35.740,4.4137
35.741,4.4050
35.760,4.4196
35.761,4.4108
35.780,4.4254
35.781,4.4166
35.800,4.4313
35.801,4.4225
35.820,4.4371
35.821,4.4283
35.841,4.4430
35.841,4.4341
35.859,4.4488
35.862,4.4400
35.880,4.4546
35.881,4.4458
35.903,4.4605
35.903,4.4516
35.921,4.4663
35.921,4.4575
35.940,4.4722
35.941,4.4633
35.962,4.4780
35.962,4.4692
35.980,4.4839
35.982,4.4750
36.001,4.4897
36.002,4.4809
36.020,4.4956
36.021,4.4867
36.040,4.5015
36.041,4.4926
36.061,4.5073
36.062,4.4984
36.080,4.5132
36.081,4.5043
36.100,4.5191
36.101,4.5102
36.121,4.5250
36.121,4.5160
36.140,4.5308
36.141,4.5219
36.161,4.5367
36.161,4.5278
36.180,4.5426
36.182,4.5337
36.201,4.5485
36.202,4.5396
36.221,4.5544
36.221,4.5455
36.240,4.5604
36.241,4.5514
36.260,4.5663
36.263,4.5573
36.280,4.5722
36.281,4.5632
36.301,4.5781
36.301,4.5691
36.320,4.5841
36.322,4.5750
36.342,4.5900
36.342,4.5810
36.360,4.5960
36.361,4.5869
36.381,4.6019
36.382,4.5929
36.400,4.6079
36.402,4.5988
36.421,4.6138
36.422,4.6048
36.441,4.6198
36.444,4.6107
36.460,4.6258
36.461,4.6167
36.482,4.6318
36.483,4.6227
36.501,4.6378
36.502,4.6287
36.521,4.6438
36.521,4.6347
36.540,4.6498
36.542,4.6407
36.560,4.6558
36.562,4.6467
36.581,4.6618
36.581,4.6527
36.601,4.6679
36.603,4.6587
36.620,4.6739
36.622,4.6647
36.640,4.6800
36.642,4.6708
36.660,4.6860
36.661,4.6768
36.681,4.6921
36.682,4.6829
36.702,4.6982
36.704,4.6890
36.720,4.7043
36.722,4.6951
36.740,4.7104
36.742,4.7012
36.762,4.7165
36.762,4.7073
36.780,4.7226
36.782,4.7134
36.801,4.7288
36.802,4.7195
36.820,4.7349
36.821,4.7257
36.841,4.7411
36.841,4.7318
36.861,4.7472
36.862,4.7380
36.881,4.7534
36.882,4.7442
36.900,4.7596
36.902,4.7503
36.920,4.7658
36.920,4.7566
36.941,4.7721
36.942,4.7628
36.961,4.7783
36.962,4.7690
36.980,4.7597
36.981,4.7752
37.001,4.7908
37.003,4.7815
37.020,4.7971
37.021,4.7877
37.041,4.8033
37.043,4.7940
37.060,4.8096
37.061,4.8003
37.085,4.8159
37.087,4.8066
37.101,4.8222
37.102,4.8129
37.120,4.8285
37.121,4.8192
37.140,4.8349
37.141,4.8255
37.161,4.8412
37.161,4.8318
37.182,4.8475
37.184,4.8381
37.200,4.8539
37.201,4.8445
37.221,4.8602
37.222,4.8508
37.240,4.8666
37.241,4.8572
37.259,4.8730
37.263,4.8635
37.281,4.8793
37.283,4.8699
37.299,4.8857
37.302,4.8763
37.320,4.8921
37.322,4.8827
37.340,4.8985
37.343,4.8890
37.361,4.9049
37.362,4.8954
37.381,4.8860
37.382,4.9018
37.400,4.9177
37.400,4.9082
37.420,4.9241
37.421,4.9146
37.440,4.9306
37.442,4.9211
37.461,4.9370
37.462,4.9275
37.481,4.9434
37.481,4.9339
37.501,4.9498
37.501,4.9403
37.520,4.9563
37.520,4.9468
37.540,4.9627
37.541,4.9532
37.561,4.9692
37.562,4.9596
37.581,4.9756
37.582,4.9661
37.600,4.9821
37.602,4.9725
37.620,4.9885
37.621,4.9790
37.641,4.9950
37.641,4.9854
37.661,5.0015
37.661,4.9919
37.681,5.0079
37.683,4.9984
37.701,5.0144
37.701,5.0048
37.721,5.0209
37.723,5.0113
37.741,5.0274
37.742,5.0178
37.760,5.0339
37.762,5.0243
37.780,5.0404
37.781,5.0307
37.800,5.0468
37.801,5.0372
37.820,5.0533
37.822,5.0437
37.844,5.0598
37.845,5.0502
37.860,5.0663
37.863,5.0567
37.880,5.0728
37.881,5.0632
37.900,5.0793
37.901,5.0697
37.920,5.0858
37.923,5.0762
37.942,5.0665
37.942,5.0827
37.962,5.0989
37.963,5.0892
37.980,5.1054
37.981,5.0957
38.001,5.1119
38.003,5.1022
38.020,5.1184
38.022,5.1087
38.040,5.1249
38.040,5.1152
38.060,5.1315
38.062,5.1218
38.081,5.1380
38.082,5.1283
38.100,5.1445
38.101,5.1348
38.120,5.1511
38.121,5.1413
38.141,5.1576
38.142,5.1479
38.160,5.1641
38.162,5.1544
38.182,5.1705
38.182,5.1608
38.202,5.1770
38.204,5.1672
38.221,5.1833
38.221,5.1735
38.241,5.1895
38.242,5.1798
38.260,5.1957
38.261,5.1860
38.280,5.2017
38.281,5.1919
38.301,5.2076
38.301,5.1979
38.321,5.2134
38.322,5.2036
38.341,5.2189
38.342,5.2091
38.360,5.2245
38.362,5.2147
38.381,5.2297
38.381,5.2199
38.401,5.2101
38.401,5.2249
38.420,5.2396
38.422,5.2298
38.441,5.2441
38.442,5.2343
38.462,5.2481
38.462,5.2382
38.480,5.2518
38.481,5.2420
38.500,5.2555
38.502,5.2457
38.521,5.2590
38.522,5.2492
38.542,5.2620
38.542,5.2522
38.561,5.2649
38.561,5.2551
38.582,5.2674
38.584,5.2575
38.607,5.2694
38.608,5.2596
38.621,5.2712
38.621,5.2614
38.641,5.2725
38.643,5.2627
38.661,5.2735
38.661,5.2636
38.680,5.2740
38.682,5.2642
38.700,5.2741
38.700,5.2642
38.721,5.2737
38.721,5.2639
38.740,5.2729
38.741,5.2631
38.760,5.2717
38.761,5.2619
38.780,5.2700
38.782,5.2601
38.801,5.2678
38.802,5.2580
38.820,5.2652
38.822,5.2553
38.840,5.2621
38.841,5.2523
38.861,5.2586
38.861,5.2487
38.881,5.2546
38.882,5.2448
38.900,5.2501
38.902,5.2403
38.921,5.2452
38.922,5.2354
38.940,5.2399
38.941,5.2301
38.960,5.2342
38.962,5.2244
38.980,5.2282
38.982,5.2184
39.000,5.2218
39.001,5.2120
39.021,5.2151
39.021,5.2053
39.040,5.2079
39.042,5.1981
39.061,5.2005
39.061,5.1908
39.080,5.1928
39.081,5.1830
39.101,5.1849
39.102,5.1751
39.120,5.1768
39.121,5.1670
