t,separation_m
35.825,2.3489
35.829,2.3480
35.845,2.3679
35.848,2.3673
35.865,2.3872
35.868,2.3868
35.885,2.4067
35.889,2.4064
35.905,2.4263
35.908,2.4261
35.925,2.4460
35.928,2.4459
35.945,2.4658
35.949,2.4658
35.965,2.4857
35.969,2.4857
35.986,2.5056
35.988,2.5056
36.006,2.5255
36.008,2.5255
36.025,2.5455
36.029,2.5455
36.046,2.5654
36.048,2.5654
36.085,2.5853
36.086,2.5853
36.086,2.6053
36.088,2.6053
36.105,2.6252
36.110,2.6252
36.125,2.6452
36.128,2.6452
36.145,2.6651
36.148,2.6651
36.166,2.6851
36.168,2.6850
36.185,2.7050
36.188,2.7049
36.206,2.7249
36.208,2.7248
36.225,2.7448
36.229,2.7447
36.245,2.7647
36.249,2.7645
36.265,2.7845
36.268,2.7844
36.286,2.8043
36.288,2.8042
36.305,2.8241
36.308,2.8239
36.325,2.8439
36.328,2.8437
36.346,2.8637
36.348,2.8634
36.365,2.8834
36.368,2.8832
36.385,2.9031
36.388,2.9029
36.405,2.9228
36.407,2.9225
36.425,2.9425
36.428,2.9422
36.445,2.9622
36.449,2.9618
36.465,2.9818
36.468,2.9815
36.485,3.0015
36.488,3.0011
36.505,3.0211
36.508,3.0207
36.525,3.0406
36.530,3.0403
36.545,3.0602
36.548,3.0599
36.565,3.0798
36.569,3.0795
36.585,3.0994
36.588,3.0990
36.606,3.1189
36.608,3.1183
36.626,3.1383
36.628,3.1376
36.645,3.1575
36.649,3.1567
36.666,3.1767
36.668,3.1758
36.685,3.1957
36.688,3.1947
36.705,3.2146
36.708,3.2134
36.726,3.2334
36.729,3.2321
36.745,3.2521
36.748,3.2507
36.765,3.2706
36.768,3.2692
36.785,3.2891
36.788,3.2875
36.806,3.3075
36.808,3.3058
36.825,3.3258
36.828,3.3241
36.846,3.3440
36.848,3.3422
36.866,3.3621
36.869,3.3603
36.885,3.3802
36.889,3.3783
36.905,3.3982
36.909,3.3962
36.926,3.4161
36.928,3.4141
36.946,3.4340
36.948,3.4319
36.966,3.4518
36.969,3.4496
36.985,3.4695
36.989,3.4673
37.006,3.4872
37.008,3.4848
37.027,3.5047
37.029,3.5023
37.046,3.5222
37.049,3.5196
37.067,3.5395
37.069,3.5368
37.085,3.5568
37.088,3.5540
37.106,3.5739
37.108,3.5710
37.125,3.5909
37.128,3.5879
37.145,3.6078
37.148,3.6047
37.165,3.6246
37.168,3.6214
37.185,3.6413
37.189,3.6380
37.205,3.6579
37.209,3.6545
37.225,3.6744
37.228,3.6709
37.245,3.6908
37.249,3.6873
37.265,3.7071
37.268,3.7036
37.285,3.7234
37.289,3.7199
37.305,3.7397
37.308,3.7361
37.325,3.7560
37.328,3.7523
37.345,3.7721
37.348,3.7685
37.365,3.7883
37.368,3.7846
37.385,3.8044
37.388,3.8007
37.405,3.8205
37.408,3.8167
37.425,3.8366
37.428,3.8328
37.446,3.8526
37.448,3.8488
37.465,3.8686
37.468,3.8647
37.485,3.8846
37.488,3.8807
37.506,3.9004
37.508,3.8965
37.525,3.9162
37.528,3.9122
37.545,3.9319
37.548,3.9279
37.565,3.9472
37.568,3.9432
37.585,3.9620
37.589,3.9581
37.605,3.9764
37.608,3.9726
37.625,3.9904
37.629,3.9866
37.646,4.0038
37.648,4.0000
37.666,4.0167
37.668,4.0129
37.685,4.0290
37.689,4.0252
37.705,4.0407
37.708,4.0368
37.726,4.0518
37.729,4.0479
37.746,4.0624
37.748,4.0585
37.765,4.0724
37.768,4.0686
37.785,4.0820
37.788,4.0782
37.806,4.0910
37.808,4.0874
37.825,4.0996
37.828,4.0962
37.845,4.1078
37.848,4.1044
37.865,4.1156
37.868,4.1123
37.885,4.1228
37.888,4.1196
37.905,4.1295
37.909,4.1264
37.925,4.1360
37.929,4.1330
37.945,4.1423
37.948,4.1394
37.965,4.1483
37.968,4.1455
37.986,4.1540
37.989,4.1512
38.005,4.1593
38.008,4.1567
38.025,4.1646
38.029,4.1620
38.045,4.1698
38.048,4.1674
38.066,4.1746
38.070,4.1722
38.086,4.1792
38.089,4.1768
38.106,4.1835
38.109,4.1811
38.125,4.1876
38.128,4.1852
38.145,4.1915
38.148,4.1890
38.165,4.1951
38.168,4.1926
38.185,4.1986
38.188,4.1961
38.205,4.2017
38.209,4.1991
38.226,4.2046
38.228,4.2020
38.245,4.2072
38.248,4.2045
38.266,4.2096
38.268,4.2069
38.286,4.2120
38.288,4.2092
38.306,4.2138
38.309,4.2110
38.325,4.2151
38.328,4.2123
38.345,4.2158
38.349,4.2129
38.365,4.2159
38.368,4.2130
38.386,4.2155
38.388,4.2126
38.406,4.2145
38.408,4.2115
38.425,4.2129
38.428,4.2099
38.445,4.2108
38.448,4.2078
38.465,4.2081
38.468,4.2051
38.486,4.2052
38.488,4.2021
38.506,4.2021
38.508,4.1989
38.526,4.1989
38.528,4.1957
38.545,4.1957
38.548,4.1923
38.565,4.1923
38.570,4.1887
38.585,4.1887
38.588,4.1850
38.606,4.1850
38.608,4.1812
38.626,4.1812
38.628,4.1771
38.646,4.1771
38.649,4.1730
38.665,4.1730
38.668,4.1686
38.685,4.1686
38.689,4.1641
38.705,4.1641
38.709,4.1594
38.725,4.1594
38.729,4.1545
38.745,4.1545
38.748,4.1495
38.765,4.1495
38.768,4.1443
38.785,4.1443
38.788,4.1389
38.805,4.1388
38.808,4.1333
38.825,4.1332
38.828,4.1275
38.845,4.1274
38.849,4.1214
38.865,4.1213
38.868,4.1152
38.885,4.1150
38.888,4.1087
38.906,4.1086
38.908,4.1021
38.925,4.1021
38.929,4.0954
38.945,4.0954
38.949,4.0886
38.965,4.0886
38.968,4.0815
38.985,4.0815
38.988,4.0742
39.006,4.0742
39.010,4.0668
39.026,4.0668
39.028,4.0591
39.045,4.0591
39.048,4.0513
39.068,4.0513
39.068,4.0433
39.085,4.0433
39.089,4.0351
39.105,4.0351
39.108,4.0267
39.126,4.0267
39.128,4.0181
39.145,4.0181
39.149,4.0093
39.165,4.0093
39.168,4.0004
39.185,4.0004
39.188,3.9912
39.205,3.9912
39.209,3.9819
39.225,3.9819
39.228,3.9725
39.245,3.9725
39.249,3.9628
39.265,3.9628
39.268,3.9530
39.285,3.9530
39.288,3.9430
39.305,3.9430
39.308,3.9329
39.325,3.9329
39.328,3.9226
39.345,3.9226
39.349,3.9121
39.365,3.9121
39.369,3.9015
39.385,3.9015
39.390,3.8908
39.405,3.8908
39.408,3.8801
39.425,3.8801
39.429,3.8693
39.445,3.8693
39.448,3.8585
39.465,3.8585
39.468,3.8477
39.485,3.8477
39.488,3.8368
39.505,3.8368
39.509,3.8259
39.526,3.8259
39.528,3.8149
39.545,3.8149
39.548,3.8039
39.565,3.8039
39.568,3.7929
39.585,3.7929
39.588,3.7818
39.605,3.7818
39.608,3.7708
39.625,3.7708
39.629,3.7597
39.645,3.7597
39.648,3.7486
39.665,3.7486
39.668,3.7374
39.686,3.7374
39.688,3.7263
39.705,3.7263
39.708,3.7151
39.726,3.7151
39.729,3.7039
39.745,3.7039
39.749,3.6927
39.765,3.6927
39.768,3.6815
39.785,3.6815
39.789,3.6703
39.805,3.6703
39.809,3.6590
39.825,3.6590
39.828,3.6478
39.845,3.6478
39.848,3.6365
39.865,3.6365
39.868,3.6252
39.885,3.6252
39.888,3.6139
39.906,3.6139
39.909,3.6026
39.925,3.6026
39.929,3.5913
39.945,3.5913
39.949,3.5799
39.966,3.5799
39.968,3.5685
39.985,3.5685
39.988,3.5572
40.006,3.5572
40.008,3.5458
40.025,3.5458
40.028,3.5344
40.045,3.5344
40.048,3.5230
40.065,3.5230
40.075,3.5116
40.085,3.5116
40.089,3.5001
40.106,3.5001
40.108,3.4887
40.125,3.4887
40.128,3.4772
40.146,3.4772
40.149,3.4658
40.166,3.4658
40.168,3.4543
40.185,3.4543
40.188,3.4428
40.205,3.4428
40.208,3.4313
40.225,3.4313
40.228,3.4198
40.245,3.4198
40.248,3.4082
40.265,3.4082
40.268,3.3967
40.286,3.3967
40.288,3.3851
40.305,3.3851
40.309,3.3736
40.325,3.3736
40.328,3.3620
40.345,3.3620
40.348,3.3504
40.365,3.3504
40.369,3.3388
40.385,3.3388
40.388,3.3273
40.405,3.3273
40.408,3.3157
40.425,3.3157
40.428,3.3041
40.445,3.3041
40.448,3.2925
40.465,3.2925
40.468,3.2808
40.485,3.2808
40.488,3.2692
40.506,3.2692
40.510,3.2576
40.525,3.2576
40.529,3.2459
40.545,3.2459
40.549,3.2343
40.565,3.2343
40.569,3.2226
40.585,3.2226
40.588,3.2110
40.605,3.2110
40.609,3.1993
40.625,3.1993
40.628,3.1876
40.645,3.1876
40.649,3.1759
40.665,3.1759
40.669,3.1642
40.685,3.1642
40.687,3.1525
40.705,3.1525
40.709,3.1408
40.726,3.1408
40.728,3.1290
40.745,3.1290
40.748,3.1173
40.765,3.1173
40.768,3.1055
40.785,3.1055
40.789,3.0938
40.805,3.0938
40.809,3.0821
40.826,3.0821
40.828,3.0703
40.845,3.0703
40.848,3.0586
40.865,3.0586
40.868,3.0468
40.886,3.0468
40.888,3.0350
40.905,3.0350
40.908,3.0232
40.925,3.0232
40.928,3.0114
40.945,3.0114
40.949,2.9996
40.965,2.9996
40.968,2.9878
40.985,2.9878
40.989,2.9760
41.006,2.9760
41.009,2.9642
41.026,2.9642
41.028,2.9524
41.046,2.9524
41.048,2.9406
41.066,2.9406
41.069,2.9288
41.085,2.9288
41.089,2.9169
41.106,2.9169
41.109,2.9050
41.126,2.9050
41.128,2.8931
41.145,2.8931
41.148,2.8812
41.165,2.8812
41.168,2.8693
41.185,2.8693
41.189,2.8574
41.205,2.8574
41.209,2.8455
41.225,2.8455
41.228,2.8335
41.246,2.8335
41.248,2.8216
41.265,2.8216
41.269,2.8096
41.285,2.8096
41.289,2.7977
41.305,2.7977
41.309,2.7857
41.325,2.7857
41.328,2.7737
41.346,2.7737
41.349,2.7617
41.365,2.7617
41.368,2.7498
41.385,2.7498
41.388,2.7378
41.405,2.7378
41.408,2.7258
41.425,2.7258
41.429,2.7138
41.445,2.7138
41.448,2.7018
41.465,2.7018
41.468,2.6898
41.485,2.6898
41.489,2.6778
41.505,2.6778
41.510,2.6658
41.525,2.6658
41.528,2.6538
41.546,2.6538
41.548,2.6418
41.566,2.6418
41.568,2.6298
41.585,2.6298
41.589,2.6178
41.605,2.6178
41.609,2.6058
41.625,2.6058
41.628,2.5938
41.646,2.5938
41.648,2.5818
41.666,2.5818
41.671,2.5699
41.685,2.5699
41.688,2.5579
41.705,2.5579
41.709,2.5459
41.725,2.5459
41.728,2.5339
41.745,2.5339
41.748,2.5220
41.765,2.5220
41.769,2.5100
41.785,2.5100
41.789,2.4981
41.805,2.4981
41.809,2.4862
41.826,2.4862
41.829,2.4743
41.845,2.4743
41.849,2.4624
41.866,2.4624
41.869,2.4505
41.885,2.4505
41.888,2.4386
41.905,2.4386
41.908,2.4268
41.925,2.4268
41.928,2.4149
41.945,2.4149
41.948,2.4031
41.966,2.4031
41.969,2.3913
41.985,2.3913
41.989,2.3796
42.006,2.3796
42.010,2.3678
42.025,2.3678
42.028,2.3561
42.046,2.3561
42.048,2.3444
42.065,2.3444
42.075,2.3328
42.085,2.3328
42.089,2.3212
42.106,2.3212
42.108,2.3096
42.125,2.3096
42.129,2.2980
42.145,2.2980
42.148,2.2865
42.165,2.2865
42.168,2.2750
42.185,2.2750
42.188,2.2636
42.206,2.2636
42.209,2.2523
42.226,2.2523
42.228,2.2410
42.245,2.2410
42.248,2.2298
42.265,2.2298
42.268,2.2185
42.285,2.2185
42.289,2.2074
42.305,2.2074
42.308,2.1963
42.326,2.1963
42.329,2.1852
42.345,2.1852
42.348,2.1741
42.365,2.1741
42.368,2.1631
42.386,2.1631
42.388,2.1521
42.407,2.1521
42.409,2.1412
42.425,2.1412
42.428,2.1304
42.445,2.1304
42.449,2.1196
42.466,2.1196
42.468,2.1089
42.485,2.1089
42.488,2.0982
42.505,2.0982
42.508,2.0876
42.525,2.0876
42.530,2.0771
42.545,2.0771
42.549,2.0667
42.566,2.0667
42.568,2.0563
42.586,2.0563
42.588,2.0460
42.605,2.0460
42.608,2.0358
42.625,2.0358
42.628,2.0256
42.645,2.0256
42.648,2.0156
42.665,2.0156
42.668,2.0056
42.685,2.0056
42.689,1.9957
42.706,1.9957
42.709,1.9859
42.725,1.9859
42.728,1.9761
42.745,1.9761
42.748,1.9665
42.766,1.9665
42.768,1.9569
42.785,1.9569
42.789,1.9475
42.806,1.9475
42.808,1.9381
42.825,1.9381
42.829,1.9288
42.845,1.9288
42.849,1.9195
42.865,1.9195
42.868,1.9104
42.885,1.9104
42.888,1.9014
42.906,1.9014
42.908,1.8925
42.925,1.8925
42.928,1.8837
42.946,1.8837
42.949,1.8749
42.965,1.8749
42.968,1.8663
42.986,1.8663
42.989,1.8578
43.006,1.8578
43.008,1.8494
43.025,1.8494
43.028,1.8411
43.045,1.8411
43.048,1.8329
43.068,1.8329
43.069,1.8249
43.085,1.8249
43.088,1.8169
43.105,1.8169
43.108,1.8091
43.125,1.8091
43.128,1.8013
43.145,1.8013
43.148,1.7937
43.165,1.7937
43.168,1.7861
43.185,1.7861
43.188,1.7787
43.206,1.7787
43.208,1.7715
43.225,1.7715
43.229,1.7643
43.245,1.7643
43.248,1.7573
43.265,1.7573
43.268,1.7504
43.285,1.7504
43.288,1.7437
43.306,1.7437
43.309,1.7370
43.326,1.7370
43.329,1.7305
43.345,1.7305
43.349,1.7241
43.365,1.7241
43.369,1.7179
43.385,1.7179
43.388,1.7117
43.405,1.7117
43.408,1.7057
43.425,1.7057
43.428,1.6998
43.445,1.6998
43.448,1.6941
43.466,1.6941
43.468,1.6884
43.485,1.6884
43.488,1.6829
43.506,1.6829
43.509,1.6776
43.526,1.6776
43.528,1.6723
43.546,1.6723
43.549,1.6672
43.565,1.6672
43.568,1.6622
43.585,1.6622
43.588,1.6574
43.606,1.6574
43.609,1.6527
43.625,1.6527
43.628,1.6481
43.645,1.6481
43.648,1.6436
43.665,1.6436
43.668,1.6393
43.685,1.6393
43.689,1.6351
43.705,1.6351
43.708,1.6311
43.725,1.6311
43.729,1.6272
43.746,1.6272
43.748,1.6234
43.766,1.6234
43.769,1.6197
43.785,1.6197
43.789,1.6162
43.805,1.6162
43.809,1.6128
43.825,1.6128
43.828,1.6096
43.845,1.6096
43.848,1.6065
43.865,1.6065
43.869,1.6035
43.885,1.6035
43.890,1.6007
43.905,1.6007
43.909,1.5980
43.925,1.5980
43.928,1.5954
43.945,1.5954
43.949,1.5930
43.965,1.5930
43.969,1.5907
43.985,1.5907
43.988,1.5885
44.006,1.5885
44.009,1.5865
44.026,1.5865
44.028,1.5846
44.045,1.5846
44.049,1.5828
44.065,1.5828
44.068,1.5812
44.086,1.5812
44.088,1.5797
44.105,1.5797
44.108,1.5783
44.126,1.5783
44.129,1.5771
44.146,1.5771
44.149,1.5760
44.165,1.5760
44.168,1.5750
44.185,1.5750
44.188,1.5741
44.206,1.5741
44.209,1.5734
44.225,1.5734
44.228,1.5728
44.246,1.5728
44.248,1.5723
44.265,1.5723
44.268,1.5720
44.286,1.5720
44.288,1.5717
44.305,1.5717
44.309,1.5716
44.326,1.5716
44.328,1.5716
44.345,1.5716
44.348,1.5717
44.365,1.5717
44.369,1.5720
44.385,1.5720
44.388,1.5723
44.405,1.5723
44.408,1.5728
44.426,1.5728
44.429,1.5734
44.446,1.5734
44.449,1.5741
44.465,1.5741
44.468,1.5750
44.485,1.5750
44.489,1.5759
44.505,1.5759
44.507,1.5770
44.526,1.5770
44.528,1.5781
44.545,1.5781
44.548,1.5794
44.565,1.5794
44.568,1.5808
44.585,1.5808
44.588,1.5823
44.605,1.5823
44.608,1.5839
44.626,1.5839
44.628,1.5856
44.645,1.5856
44.650,1.5874
44.665,1.5874
44.668,1.5894
44.685,1.5894
44.688,1.5914
44.706,1.5914
44.708,1.5935
44.726,1.5935
44.728,1.5958
44.745,1.5958
44.749,1.5981
44.766,1.5981
44.769,1.6005
44.785,1.6005
44.788,1.6031
44.805,1.6031
44.809,1.6057
44.825,1.6057
44.829,1.6085
44.845,1.6085
44.848,1.6113
44.865,1.6113
44.868,1.6142
44.886,1.6142
44.888,1.6173
44.905,1.6173
44.909,1.6204
44.925,1.6204
44.928,1.6236
44.945,1.6236
44.948,1.6269
44.965,1.6269
44.969,1.6303
44.985,1.6303
44.989,1.6337
45.005,1.6337
45.008,1.6373
45.025,1.6373
45.028,1.6409
45.045,1.6409
45.050,1.6447
45.065,1.6447
45.068,1.6485
45.085,1.6485
45.089,1.6524
45.105,1.6524
45.109,1.6564
45.126,1.6564
