robot,status,dispatched_s,finished_s,duration_s,driven_m,final_error_m,replans,goal_x,goal_y
amr1,SUCCEEDED,29.497,48.297,18.799999999999997,10.438,0.06215498779871452,0,-0.500,-1.500
amr2,SUCCEEDED,29.497,40.837,11.340000000000003,10.463,0.04192476458450698,0,-0.500,1.500
