t,gt_x,gt_y,gt_yaw,slam_x,slam_y,speed,clearance_any,clearance_dynamic,dynamic_count,dyn_x,dyn_y
69.406,-2.2454,1.3849,0.0362,-2.2986,1.4065,0.6000,1.1088,2.6864,4,0.5313,3.0235
69.505,-2.1855,1.3870,0.0344,-2.2387,1.4089,0.6000,1.1080,2.7003,3,0.5238,3.1554
69.606,-2.1255,1.3890,0.0326,-2.1787,1.4111,0.6000,1.0994,7.4226,1,-9.6621,0.0143
69.704,-2.0655,1.3909,0.0307,-2.1188,1.4133,0.6000,1.1055,7.4939,1,-9.6750,0.0180
69.803,-2.0056,1.3927,0.0290,-2.0588,1.4154,0.6000,1.1070,7.5767,1,-9.6990,0.0191
69.905,-1.9456,1.3944,0.0275,-1.9989,1.4083,0.6000,1.0999,7.6757,1,-9.7388,0.0161
70.007,-1.8856,1.3961,0.0273,-1.9389,1.4099,0.6000,1.0992,7.9317,1,-9.9314,-0.0240
70.107,-1.8256,1.3977,0.0271,-1.8789,1.4117,0.6000,1.0944,inf,0,nan,nan
70.205,-1.7657,1.3993,0.0267,-1.8190,1.4134,0.6000,1.0917,inf,0,nan,nan
70.307,-1.7057,1.4009,0.0260,-1.7590,1.4151,0.6000,1.0884,inf,0,nan,nan
70.408,-1.6457,1.4024,0.0249,-1.6990,1.4266,0.6000,1.0937,8.4601,1,-10.2384,0.0731
70.504,-1.5857,1.4039,0.0225,-1.6390,1.4282,0.6000,1.0984,8.6674,1,-10.3868,0.0657
70.606,-1.5257,1.4051,0.0199,-1.5790,1.4296,0.6000,1.0957,8.9746,1,-10.6344,0.0459
70.704,-1.4658,1.4062,0.0175,-1.5190,1.4309,0.6000,1.0983,9.3047,1,-10.9046,0.0233
70.803,-1.4058,1.4072,0.0152,-1.4591,1.4320,0.6000,1.0935,9.5600,1,-11.1006,0.0102
70.904,-1.3458,1.4081,0.0142,-1.3991,1.4231,0.6000,1.0934,9.6620,1,-11.1431,0.0076
71.004,-1.2858,1.4091,0.0200,-1.3391,1.4242,0.6000,1.0902,inf,0,nan,nan
71.104,-1.2258,1.4105,0.0285,-1.2791,1.4259,0.6000,1.0762,10.2384,1,-11.5963,-0.0278
71.204,-1.1659,1.4125,0.0370,-1.2191,1.4282,0.6000,1.0821,inf,0,nan,nan
71.304,-1.1060,1.4150,0.0457,-1.1592,1.4310,0.6000,1.0739,10.5014,1,-11.7349,-0.0469
71.407,-1.0461,1.4180,0.0545,-1.0993,1.4353,0.6000,1.0680,inf,0,nan,nan
71.507,-0.9863,1.4215,0.0637,-1.0394,1.4391,0.6000,1.0669,10.8425,2,-11.9498,-0.0837
71.608,-0.9295,1.4253,0.0726,-0.9829,1.4431,0.5308,1.0482,inf,0,nan,nan
71.707,-0.8804,1.4291,0.0805,-0.9340,1.4471,0.4659,1.0444,11.1938,1,-12.2122,0.0988
71.806,-0.8364,1.4328,0.0876,-0.8903,1.4510,0.4190,1.0484,10.6094,1,-11.5786,0.0939
71.907,-0.7970,1.4363,0.0940,-0.8510,1.4547,0.3770,1.0327,10.3294,2,-11.2300,-0.1256
72.005,-0.7616,1.4397,0.0997,-0.8157,1.4583,0.3392,1.0135,10.3424,1,-11.2425,0.1982
72.105,-0.7299,1.4430,0.1049,-0.7841,1.4617,0.3053,1.0239,3.3098,2,0.5724,4.9198
72.205,-0.7013,1.4460,0.1095,-0.7556,1.4649,0.2748,1.0095,2.8497,4,0.3682,4.5076
72.306,-0.6757,1.4489,0.1138,-0.7300,1.4679,0.2474,1.0019,2.7624,6,0.3630,4.4294
72.409,-0.6527,1.4516,0.1176,-0.7070,1.4707,0.2227,0.9996,2.6650,5,0.4045,4.3297
72.507,-0.6320,1.4540,0.1211,-0.6864,1.4733,0.2005,0.9974,2.5560,5,0.3919,4.2295
72.608,-0.6134,1.4563,0.1242,-0.6678,1.4757,0.1806,1.0000,2.4734,4,0.3844,4.1542
72.706,-0.5966,1.4585,0.1267,-0.6610,1.4792,0.1664,0.9972,2.3679,6,0.3724,4.0556
72.819,-0.5777,1.4609,0.1270,-0.6423,1.4816,0.1526,0.9889,2.2679,6,0.3698,3.9605
