t,separation_m
12.286,4.2952
12.300,4.2952
12.303,4.3037
12.319,4.3037
12.328,4.3123
12.340,4.3123
12.347,4.3209
12.363,4.3209
12.367,4.3296
12.385,4.3296
12.386,4.3382
12.399,4.3382
12.402,4.3469
12.426,4.3469
12.426,4.3555
12.427,4.3555
12.427,4.3642
12.428,4.3642
12.432,4.3729
12.438,4.3729
12.438,4.3817
12.459,4.3817
12.475,4.3904
12.478,4.3904
12.479,4.3991
12.486,4.3991
12.490,4.4079
12.511,4.4079
12.517,4.4167
12.528,4.4167
12.542,4.4255
12.554,4.4255
12.557,4.4343
12.569,4.4343
12.575,4.4431
12.587,4.4431
12.594,4.4520
12.604,4.4520
12.610,4.4608
12.620,4.4608
12.622,4.4697
12.632,4.4697
12.641,4.4786
12.648,4.4786
12.672,4.4875
12.696,4.4875
12.734,4.4964
12.740,4.4964
12.763,4.5053
12.782,4.5053
12.786,4.5143
12.791,4.5143
12.797,4.5232
12.801,4.5232
12.801,4.5322
12.808,4.5322
12.808,4.5412
12.814,4.5412
12.817,4.5502
12.830,4.5502
12.837,4.5592
12.900,4.5592
12.908,4.5682
12.914,4.5682
12.914,4.5773
12.940,4.5773
12.947,4.5863
12.960,4.5863
12.967,4.5954
12.980,4.5954
12.984,4.6044
12.989,4.6044
12.991,4.6135
12.993,4.6135
12.994,4.6226
13.001,4.6318
13.001,4.6318
13.011,4.6317
13.015,4.6409
13.019,4.6409
13.024,4.6500
13.034,4.6500
13.109,4.6592
13.109,4.6592
13.114,4.6683
13.119,4.6683
13.132,4.6775
13.159,4.6775
13.165,4.6867
13.174,4.6867
13.180,4.6959
13.190,4.6959
13.212,4.7051
13.212,4.7051
13.231,4.7144
13.236,4.7144
13.249,4.7236
13.260,4.7236
13.266,4.7329
13.279,4.7329
13.285,4.7422
13.296,4.7422
13.306,4.7514
13.316,4.7514
13.319,4.7607
13.340,4.7603
13.346,4.7696
13.360,4.7690
13.367,4.7783
13.405,4.7774
13.407,4.7868
13.409,4.7856
13.409,4.7950
13.419,4.7936
13.426,4.8030
13.439,4.8020
13.450,4.8113
13.459,4.8107
13.465,4.8201
13.471,4.8194
13.474,4.8288
13.498,4.8278
13.508,4.8372
13.522,4.8360
13.526,4.8454
13.540,4.8445
13.545,4.8540
13.552,4.8536
13.566,4.8630
13.578,4.8629
13.586,4.8723
13.598,4.8723
13.607,4.8817
13.614,4.8817
13.624,4.8912
13.660,4.8912
13.660,4.9007
13.660,4.9007
13.667,4.9102
13.680,4.9102
13.687,4.9197
13.700,4.9197
13.706,4.9292
13.717,4.9292
13.719,4.9387
13.733,4.9387
13.737,4.9482
13.759,4.9482
13.766,4.9578
13.779,4.9578
13.787,4.9673
13.793,4.9673
13.794,4.9769
13.804,4.9769
13.808,4.9864
13.809,4.9864
13.810,4.9960
13.815,4.9960
13.818,5.0056
13.828,5.0056
13.828,5.0152
13.838,5.0152
13.841,5.0248
13.862,5.0248
13.875,5.0345
13.895,5.0344
13.901,5.0440
13.942,5.0440
13.988,5.0536
13.988,5.0535
13.988,5.0631
14.002,5.0631
14.006,5.0728
14.018,5.0728
14.021,5.0825
14.024,5.0825
14.028,5.0922
14.033,5.0922
14.034,5.1019
14.038,5.1019
14.045,5.1116
14.061,5.1116
14.067,5.1213
14.083,5.1213
14.085,5.1310
14.094,5.1310
14.097,5.1408
14.145,5.1408
14.145,5.1505
14.150,5.1504
14.152,5.1601
14.156,5.1699
14.160,5.1698
14.163,5.1698
14.163,5.1796
14.164,5.1796
14.166,5.1894
14.172,5.1894
14.176,5.1992
14.195,5.1992
14.199,5.2090
14.208,5.2090
14.221,5.2188
14.231,5.2188
14.234,5.2286
14.283,5.2286
14.283,5.2385
14.283,5.2385
14.285,5.2483
14.306,5.2483
14.312,5.2582
14.337,5.2582
14.349,5.2680
14.370,5.2680
14.379,5.2779
14.392,5.2779
14.402,5.2878
14.420,5.2878
14.424,5.2977
14.478,5.2977
14.485,5.3076
14.485,5.3076
14.486,5.3175
14.486,5.3175
14.491,5.3274
14.493,5.3274
14.495,5.3373
14.495,5.3373
14.500,5.3472
14.500,5.3472
14.500,5.3572
14.503,5.3572
14.512,5.3671
14.519,5.3671
14.519,5.3771
14.530,5.3771
14.532,5.3871
14.536,5.3871
14.542,5.3971
14.552,5.3971
14.607,5.4070
14.615,5.4070
14.615,5.4170
14.619,5.4170
14.619,5.4270
14.623,5.4270
14.623,5.4371
14.628,5.4371
14.629,5.4471
14.632,5.4471
14.635,5.4571
14.638,5.4571
14.638,5.4672
14.647,5.4672
14.647,5.4772
14.652,5.4772
14.664,5.4873
14.747,5.4873
14.758,5.4973
14.799,5.4973
14.821,5.5074
14.856,5.5070
14.874,5.5171
14.893,5.5168
